name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,86.96,92.68,92.02,6607200.0,86.95,700,86.96,23800,-6.17,93.5,86.53,6607200,590710000.0,29.37,7.52,19.56,97.11,111.22,74.14,0.84
锡华科技,sh603248,27.34,28.56,28.71,12963300.0,27.34,11700,27.35,17100,-4.27,28.96,27.31,12963300,360490000.0,18.7,5.78,18.95,125.76,31.42,25.7,0.64
天溯计量,sz301449,72.86,76.71,76.36,1901800.0,72.85,4200,72.86,2600,-5.02,76.7,72.85,1901800,141840000.0,13.67,5.02,10.14,47.52,92.05,61.37,0.87
美埃科技,sh688376,58.1,61.12,60.9,194470300.0,58.1,100,58.15,200,-4.94,61.18,57.71,194470300,115110000.0,1.44,5.68,78.58,78.58,73.34,48.9,0.82
同飞股份,sz300990,78.88,80.4,80.96,2557900.0,78.85,100,78.88,1500,-1.89,82.38,78.48,2557900,205320000.0,3.32,4.85,60.83,134.55,96.48,64.32,0.96
中光防雷,sz300414,13.75,13.88,13.81,7898500.0,13.75,39300,13.76,16600,-0.94,14.16,13.72,7898500,110190000.0,2.52,3.17,43.11,44.83,16.66,11.1,1.0
苏州天脉,sz301626,245.5,257.2,257.26,2449500.0,245.5,3400,245.57,100,-4.55,259.0,243.88,2449500,614220000.0,4.66,5.88,129.18,283.99,308.64,205.76,0.9
ST名家汇,sz300506,4.75,4.74,4.77,7443100.0,4.75,47000,4.76,45800,0.21,4.96,4.71,7443100,35980000.0,1.01,5.27,34.9,67.72,5.69,3.79,1.07
森赫股份,sz301056,14.24,14.77,14.86,2698100.0,14.23,2000,14.24,600,-3.59,14.95,14.2,2698100,39100000.0,1.53,5.08,25.06,37.99,17.72,11.82,0.7
宏达电子,sz300726,41.65,42.39,42.3,4438400.0,41.64,1600,41.65,10700,-1.75,43.08,41.49,4438400,187620000.0,2.07,3.75,89.31,171.53,50.87,33.91,0.95
宏源药业,sz301246,23.11,24.34,23.8,21144500.0,23.11,6000,23.12,5900,-5.05,23.99,23.08,21144500,494900000.0,12.43,3.74,39.3,92.44,29.21,19.47,0.78
华盛锂电,sh688353,120.5,130.78,127.47,1069725700.0,120.5,9800,120.69,500,-7.86,129.48,120.46,1069725700,1324670000.0,6.71,6.9,192.2,192.2,156.94,104.62,0.81
鼎泰高科,sz301377,192.96,193.08,192.7,4201000.0,192.96,200,192.99,100,-0.06,197.0,187.6,4201000,810740000.0,5.91,4.87,137.05,791.14,231.7,154.46,1.41
腾景科技,sh688195,270.54,284.5,274.9,755423300.0,270.54,2000,270.8,600,-4.91,278.5,263.5,755423300,2043700000.0,5.84,5.27,349.94,349.94,341.4,227.6,0.77
珂玛科技,sz301611,96.91,101.86,101.86,5767400.0,96.91,2500,97.0,1300,-4.86,102.57,96.68,5767400,569890000.0,3.93,5.78,142.05,422.53,122.23,81.49,0.95
新诺威,sz300765,31.76,32.24,32.28,11345600.0,31.76,400,31.77,2000,-1.49,33.1,31.5,11345600,366740000.0,0.81,4.96,446.1,446.1,38.69,25.79,0.77
安达智能,sh688125,215.0,231.09,226.47,126869400.0,215.0,5700,216.18,200,-6.96,230.88,210.89,126869400,276190000.0,1.55,8.65,175.63,176.57,277.31,184.87,1.3
杰华特,sh688141,51.3,52.9,52.9,1118694900.0,51.27,1000,51.3,3300,-3.02,53.75,51.15,1118694900,584300000.0,2.48,4.91,231.01,231.01,63.48,42.32,0.77
铜冠铜箔,sz301217,37.5,38.98,38.48,28088100.0,37.5,33900,37.51,22600,-3.8,38.95,37.02,28088100,1059670000.0,3.39,4.95,310.88,310.88,46.78,31.18,0.91
海科新源,sz301292,93.3,99.18,98.0,22321200.0,93.29,2300,93.3,8400,-5.93,98.68,92.28,22321200,2125560000.0,26.24,6.45,79.37,207.87,119.02,79.34,0.82
奕东电子,sz301123,50.63,51.67,51.2,2710000.0,50.62,5100,50.63,600,-2.01,52.38,50.5,2710000,139130000.0,1.16,3.64,118.27,118.8,62.0,41.34,0.8
安通控股,sh600179,4.42,4.46,4.48,45211300.0,4.42,360300,4.43,217100,-0.9,4.53,4.42,45211300,202610000.0,1.17,2.47,170.71,187.03,4.91,4.01,0.97
华联控股,sz000036,4.84,5.01,4.97,42078700.0,4.83,326500,4.84,49900,-3.39,5.0,4.83,42078700,206560000.0,3.0,3.39,67.82,67.94,5.51,4.51,0.7
滨海能源,sz000695,13.27,13.98,13.98,21009100.0,13.27,132200,13.28,4900,-5.08,14.02,13.27,21009100,285530000.0,9.47,5.36,29.43,30.75,15.38,12.58,0.93
嘉美包装,sz002969,24.12,24.5,26.0,88505300.0,24.11,41600,24.12,214200,-1.55,26.89,23.8,88505300,2224040000.0,8.1,12.61,263.46,264.96,26.95,22.05,1.28
联发股份,sz002394,13.51,13.72,13.7,4056200.0,13.51,39000,13.53,3200,-1.53,13.9,13.5,4056200,55530000.0,1.25,2.92,43.68,43.73,15.09,12.35,0.52
海汽集团,sh603069,17.56,17.88,17.91,3286900.0,17.55,20200,17.56,3300,-1.79,18.22,17.56,3286900,58770000.0,1.04,3.69,55.49,55.49,19.67,16.09,0.84
胜通能源,sz001331,54.17,54.52,54.97,6226500.0,54.17,1000,54.18,200,-0.64,56.48,54.03,6226500,343800000.0,3.71,4.49,90.94,152.89,59.97,49.07,1.06
海南瑞泽,sz002596,3.79,3.87,3.87,23174300.0,3.79,157000,3.8,9800,-2.07,3.92,3.79,23174300,89290000.0,2.02,3.36,43.45,43.49,4.26,3.48,0.8
多氟多,sz002407,27.82,28.85,28.46,54698500.0,27.82,135400,27.83,20500,-3.57,28.88,27.81,54698500,1543940000.0,5.06,3.71,300.61,331.18,31.74,25.97,0.67
章源钨业,sz002378,31.31,32.22,32.49,47183500.0,31.31,4100,31.32,3700,-2.82,32.7,31.14,47183500,1497050000.0,3.95,4.84,374.19,376.16,35.44,29.0,0.62
神剑股份,sz002361,16.5,15.0,16.15,191788000.0,16.5,13201000,0.0,0,10.0,16.5,15.83,191788000,3149140000.0,23.7,4.47,133.51,156.92,16.5,13.5,1.25
圣晖集成,sh603163,104.9,111.35,112.0,3450100.0,104.9,6100,104.91,1700,-5.79,113.0,104.56,3450100,370470000.0,3.45,7.58,104.9,104.9,122.49,100.22,0.76
万润股份,sz002643,15.53,15.88,15.85,8006300.0,15.53,7000,15.55,1100,-2.2,15.9,15.52,8006300,125580000.0,0.88,2.39,141.21,143.34,17.47,14.29,0.74
快克智能,sh603203,35.09,36.17,36.17,2136100.0,35.08,3700,35.09,5000,-2.99,36.31,34.88,2136100,75760000.0,0.86,3.95,87.43,89.01,39.79,32.55,0.76
海南发展,sz002163,13.11,13.18,13.12,24418400.0,13.11,32100,13.12,11800,-0.53,13.44,13.08,24418400,323700000.0,3.04,2.73,105.35,110.77,14.5,11.86,0.92
宏和科技,sh603256,70.05,72.14,71.6,28040800.0,70.05,52800,70.07,200,-2.9,73.0,69.08,28040800,1987870000.0,3.19,5.43,616.25,633.66,79.35,64.93,1.6
亚翔集成,sh603929,179.9,187.41,186.71,5243800.0,179.9,500,180.0,600,-4.01,186.71,176.0,5243800,946130000.0,2.46,5.71,383.83,383.83,206.15,168.67,0.81
世嘉科技,sz002796,45.76,47.8,47.01,14614700.0,45.75,500,45.76,1700,-4.27,47.36,45.19,14614700,675960000.0,6.42,4.54,104.2,115.48,52.58,43.02,0.82
深圳新星,sh603978,24.76,25.75,25.6,9976300.0,24.75,4500,24.76,30500,-3.84,25.84,24.7,9976300,251670000.0,4.73,4.43,52.27,52.27,28.33,23.18,0.84
友邦吊顶,sz002718,60.6,60.6,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,56.95,78.45,66.66,54.54,0.0
九鼎新材,sz002201,11.62,11.5,11.39,42980900.0,11.62,75000,11.63,208800,1.04,11.88,11.37,42980900,501230000.0,7.14,4.43,69.96,75.72,12.65,10.35,2.0
国风新材,sz000859,10.08,10.4,10.33,36800000.0,10.08,409500,10.09,19300,-3.08,10.38,10.07,36800000,374510000.0,4.11,2.98,90.31,90.31,11.44,9.36,0.82
天际股份,sz002759,34.5,36.86,36.54,50739900.0,34.5,40600,34.51,1800,-6.4,36.73,34.5,50739900,1794460000.0,10.13,6.05,172.83,172.98,40.55,33.17,0.77
东材科技,sh601208,29.35,30.37,30.38,32136600.0,29.34,14200,29.35,6700,-3.36,30.67,29.08,32136600,954620000.0,3.18,5.24,296.49,296.49,33.41,27.33,0.88
三孚股份,sh603938,24.1,24.39,24.16,11247200.0,24.09,3100,24.1,9000,-1.19,24.45,23.54,11247200,270680000.0,2.94,3.73,92.21,92.21,26.83,21.95,1.07
航天工程,sh603698,30.63,30.84,30.75,20608700.0,30.63,21200,30.64,9600,-0.68,31.8,30.6,20608700,640440000.0,3.84,3.89,164.17,164.17,33.92,27.76,1.64
翔鹭钨业,sz002842,32.75,33.8,33.8,35905900.0,32.74,8600,32.75,44900,-3.11,34.08,32.26,35905900,1186010000.0,13.37,5.38,87.92,107.15,37.18,30.42,1.01
天赐材料,sz002709,46.0,48.17,47.5,100265800.0,46.0,88100,46.01,10800,-4.5,47.98,45.7,100265800,4667410000.0,6.64,4.73,694.15,937.74,52.99,43.35,0.86
安记食品,sh603696,17.03,16.86,16.65,18768200.0,17.02,12400,17.03,11100,1.01,17.8,16.62,18768200,321310000.0,7.98,7.0,40.05,40.05,18.55,15.17,3.42
柏诚股份,sh601133,17.14,18.16,17.92,17701300.0,17.14,8500,17.15,42900,-5.62,17.99,17.05,17701300,307710000.0,11.85,5.18,25.6,90.5,19.98,16.34,0.59
德尔未来,sz002631,6.63,6.84,6.85,13100000.0,6.63,1200,6.64,82500,-3.07,6.89,6.6,13100000,88050000.0,1.65,4.24,52.61,52.86,7.52,6.16,0.52
创元科技,sz000551,13.24,13.34,13.28,8286800.0,13.23,71300,13.24,8600,-0.75,13.6,13.23,8286800,111170000.0,1.71,2.77,64.15,64.18,14.67,12.01,0.96
浔兴股份,sz002098,9.07,9.12,9.18,3115200.0,9.06,15900,9.07,1800,-0.55,9.25,9.04,3115200,28530000.0,0.87,2.3,32.47,32.47,10.03,8.21,1.03
合兴包装,sz002228,3.95,3.96,3.94,22993200.0,3.95,14300,3.96,226100,-0.25,4.04,3.93,22993200,91560000.0,1.9,2.78,47.77,47.93,4.36,3.56,0.97
神农种业,sz300189,7.1,7.47,7.3,130651100.0,7.1,102600,7.11,129200,-4.95,7.4,7.03,130651100,932010000.0,14.74,4.95,62.92,72.7,8.96,5.98,1.16
南宁百货,sh600712,6.21,6.27,6.28,5858400.0,6.21,152900,6.22,56700,-0.96,6.37,6.2,5858400,36820000.0,1.09,2.71,33.45,33.82,6.9,5.64,0.83
集泰股份,sz002909,6.56,6.67,6.67,7236400.0,6.55,1600,6.56,2400,-1.65,6.77,6.53,7236400,48130000.0,1.9,3.6,24.95,25.58,7.34,6.0,0.76
鹏辉能源,sz300438,56.44,57.3,56.89,40544500.0,56.43,100,56.44,6000,-1.5,59.93,56.03,40544500,2341840000.0,10.03,6.81,228.11,284.09,68.76,45.84,0.84
大中矿业,sz001203,39.93,42.04,41.78,35411400.0,39.93,10600,39.94,4900,-5.02,41.8,39.7,35411400,1435930000.0,2.69,5.0,525.21,612.16,46.24,37.84,0.77
菱电电控,sh688667,97.97,100.83,99.83,78736700.0,97.9,3300,97.97,1900,-2.84,100.97,97.5,78736700,78130000.0,1.49,3.44,51.63,51.63,121.0,80.66,0.65
海南海药,sz000566,5.44,5.56,5.52,31816900.0,5.43,272100,5.44,65300,-2.16,5.6,5.41,31816900,175230000.0,2.45,3.42,70.54,70.58,6.12,5.0,0.98
鲁信创投,sh600783,21.07,21.07,21.0,17282100.0,21.07,1100,21.08,11300,0.0,21.85,20.91,17282100,370810000.0,2.32,4.46,156.84,156.84,23.18,18.96,1.49
鸿富瀚,sz301086,128.07,128.63,128.48,1696500.0,128.05,1000,128.08,300,-0.44,131.37,126.19,1696500,217940000.0,3.58,4.03,60.63,115.26,154.36,102.9,0.73
鹭燕医药,sz002788,16.17,14.7,14.88,104296900.0,16.17,3531000,0.0,0,10.0,16.17,14.88,104296900,1632470000.0,27.32,8.78,61.74,62.82,16.17,13.23,4.93
青鸟消防,sz002960,11.85,11.65,11.82,24746500.0,11.85,49500,11.86,32400,1.72,12.25,11.76,24746500,297650000.0,3.06,4.21,95.81,104.26,12.82,10.49,1.31
和林微纳,sh688661,73.78,82.88,83.19,809877400.0,73.77,400,73.78,300,-10.98,83.19,73.0,809877400,616830000.0,5.33,12.29,112.06,112.06,99.46,66.3,2.03
联特科技,sz301205,208.68,223.62,217.0,7980100.0,208.68,100,208.69,300,-6.68,217.0,207.67,7980100,1685980000.0,9.57,4.17,174.05,270.75,268.34,178.9,0.73
天华新能,sz300390,58.5,62.67,61.85,45031500.0,58.49,2400,58.5,2600,-6.65,62.67,58.1,45031500,2671690000.0,6.7,7.29,393.28,485.99,75.2,50.14,0.84
可川科技,sh603052,65.62,63.66,62.38,12122500.0,65.62,26700,65.63,9600,3.08,66.66,60.07,12122500,775690000.0,6.45,10.35,123.3,123.3,70.03,57.29,1.44
华康洁净,sz301235,44.39,48.14,48.08,6808100.0,44.38,7600,44.39,3900,-7.79,48.08,44.13,6808100,310270000.0,9.36,8.21,32.29,47.84,57.77,38.51,1.13
石大胜华,sh603026,86.65,93.06,92.62,26589800.0,86.65,10800,86.66,28800,-6.89,94.8,86.3,26589800,2365570000.0,11.43,9.13,201.64,201.64,102.37,83.75,1.07
天宏锂电,bj920252,27.05,27.9,27.85,2604100.0,27.05,28300,27.07,2400,-3.05,27.85,27.03,2604100,71276600.0,3.82,2.94,18.46,27.77,36.27,19.53,0.62
华瑞股份,sz300626,19.41,20.19,20.19,6406300.0,19.41,4600,19.42,100,-3.86,20.52,19.4,6406300,127880000.0,3.56,5.55,34.92,34.94,24.23,16.15,1.01
京能电力,sh600578,5.08,5.29,5.26,62009700.0,5.07,727900,5.08,48600,-3.97,5.27,5.07,62009700,319550000.0,0.93,3.78,340.09,340.09,5.82,4.76,0.85
山东黄金,sh600547,40.25,40.69,40.88,58121400.0,40.25,11300,40.26,500,-1.08,41.5,40.14,58121400,2368820000.0,1.61,3.34,1454.81,1855.5,44.76,36.62,0.91
同惠电子,bj920509,27.98,28.79,29.05,1554100.0,27.98,2000,28.05,2100,-2.81,29.05,27.84,1554100,44288400.0,1.85,4.2,23.5,44.85,37.42,20.16,1.01
博威合金,sh601137,18.06,18.45,18.45,9822000.0,18.06,69700,18.07,9600,-2.11,18.47,18.05,9822000,179060000.0,1.07,2.28,165.71,165.84,20.3,16.61,0.72
四方达,sz300179,20.43,21.19,21.34,22968100.0,20.43,99500,20.44,1100,-3.59,21.36,20.34,22968100,476990000.0,6.14,4.81,76.4,99.23,25.43,16.95,0.79
海博思创,sh688411,233.63,266.31,262.68,993542900.0,233.6,800,233.63,17900,-12.27,262.8,232.8,993542900,2440090000.0,7.49,11.27,309.73,420.75,319.57,213.05,1.23
天振股份,sz301356,21.57,21.88,22.07,1134500.0,21.57,20300,21.61,6200,-1.42,22.07,21.53,1134500,24690000.0,2.07,2.47,11.82,46.59,26.26,17.5,0.62
艾可蓝,sz300816,62.61,63.71,63.65,1230600.0,62.55,1100,62.61,1900,-1.73,64.36,62.05,1230600,77790000.0,2.17,3.63,35.48,50.09,76.45,50.97,0.55
富祥药业,sz300497,18.15,19.42,19.44,103802300.0,18.14,6100,18.15,80600,-6.54,19.65,17.91,103802300,1926590000.0,23.55,8.96,80.01,97.76,23.3,15.54,0.9
云南锗业,sz002428,48.91,52.35,52.0,92306700.0,48.91,1800,48.92,4500,-6.57,52.8,48.01,92306700,4600010000.0,14.14,9.15,319.4,319.44,57.59,47.12,0.97
中钨高新,sz000657,47.71,48.82,49.79,49810100.0,47.71,9700,47.73,600,-2.27,49.92,47.2,49810100,2404490000.0,3.43,5.57,693.19,1087.12,53.7,43.94,0.74
泓禧科技,bj920857,23.43,23.89,23.99,636100.0,23.43,100,23.63,100,-1.93,24.26,23.41,636100,15155700.0,0.86,3.56,17.34,17.34,31.05,16.73,0.63
盛剑科技,sh603324,24.75,25.24,25.48,3551300.0,24.75,16300,24.76,600,-1.94,25.6,24.73,3551300,88950000.0,2.4,3.45,36.55,36.55,27.76,22.72,0.6
厦钨新能,sh688778,71.9,74.1,74.0,349949900.0,71.88,11200,71.9,700,-2.97,74.14,71.8,349949900,254750000.0,0.69,3.16,362.87,362.87,88.92,59.28,0.56
湖南裕能,sz301358,75.58,80.13,78.78,25469400.0,75.58,37400,75.59,1000,-5.68,79.41,75.43,25469400,1961880000.0,3.35,4.97,574.36,575.01,96.16,64.1,0.95
万润新能,sh688275,107.61,113.15,112.99,746715000.0,107.61,2200,107.67,500,-4.9,114.56,107.48,746715000,828450000.0,5.92,6.26,135.72,135.72,135.78,90.52,0.86
菲菱科思,sz301191,126.0,127.91,127.27,3494600.0,125.99,3600,126.0,22700,-1.49,130.03,122.11,3494600,439590000.0,6.69,6.19,65.77,87.37,153.49,102.33,0.61
英诺激光,sz301021,51.69,53.12,52.87,3315600.0,51.69,4000,51.7,200,-2.69,53.95,51.69,3315600,174080000.0,2.17,4.25,78.95,79.01,63.74,42.5,0.73
中材科技,sz002080,39.27,40.85,40.49,28104100.0,39.26,20200,39.27,24900,-3.87,40.78,39.11,28104100,1117910000.0,1.67,4.09,659.0,659.0,44.94,36.77,0.85
茂莱光学,sh688502,299.59,308.6,306.22,46894100.0,299.59,100,299.62,100,-2.92,309.83,298.66,46894100,142460000.0,0.89,3.62,158.18,158.18,370.32,246.88,0.71
阿特斯,sh688472,12.8,13.46,13.35,5561892600.0,12.79,61300,12.8,45100,-4.9,13.51,12.78,5561892600,729180000.0,4.13,5.42,172.5,466.32,16.15,10.77,0.89
恩捷股份,sz002812,67.78,74.2,73.0,41463900.0,67.77,6700,67.78,18300,-8.65,74.19,67.76,41463900,2929320000.0,5.04,8.67,557.6,665.69,81.62,66.78,1.06
荣亿精密,bj920223,15.55,15.83,15.81,1221600.0,15.55,400,15.56,6400,-1.77,16.06,15.5,1221600,19298100.0,1.5,3.54,12.69,24.46,20.57,11.09,0.83
海峡股份,sz002320,8.56,9.15,9.02,40758400.0,8.56,60700,8.57,26700,-6.45,9.03,8.54,40758400,354350000.0,1.82,5.36,191.34,191.34,10.07,8.24,2.38
山东赫达,sz002810,23.44,22.9,22.97,42486800.0,23.44,8000,23.45,27700,2.36,24.5,22.7,42486800,999280000.0,13.15,7.86,75.73,81.78,25.19,20.61,2.55
东百集团,sh600693,11.31,11.38,11.3,53201600.0,11.31,15200,11.32,2300,-0.62,11.85,11.25,53201600,612990000.0,6.12,5.27,98.28,98.38,12.52,10.24,1.76
海峡创新,sz300300,14.82,14.2,14.41,212681700.0,14.82,480100,14.83,18700,4.37,15.51,14.28,212681700,3187340000.0,31.9,8.66,98.82,98.83,17.04,11.36,1.78
锦华新材,bj920015,36.53,37.68,37.7,1048400.0,36.52,1600,36.53,14500,-3.05,37.89,36.53,1048400,39029100.0,2.78,3.61,13.79,49.52,48.98,26.38,0.93
同宇新材,sz301630,169.0,174.36,173.39,437500.0,169.0,1600,169.19,200,-3.07,175.0,168.68,437500,74870000.0,4.37,3.62,16.9,67.6,209.23,139.49,0.7
广钢气体,sh688548,22.25,23.6,23.3,2559406000.0,22.2,3500,22.25,71100,-5.72,23.5,22.03,2559406000,576510000.0,3.7,6.23,153.79,293.57,28.32,18.88,0.95
马钢股份,sh600808,3.75,3.86,3.85,48396500.0,3.75,49000,3.76,163200,-2.85,3.93,3.74,48396500,184020000.0,0.81,4.92,223.79,288.78,4.25,3.47,0.8
