name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,100.72,99.67,100.0,4473200.0,100.72,800,100.73,2300,1.05,101.66,99.3,4473200,448720000.0,19.89,2.37,22.66,112.47,119.6,79.74,0.52
锡华科技,sh603248,26.9,26.72,26.54,7232800.0,26.9,72300,26.91,32200,0.67,26.95,26.4,7232800,193740000.0,10.44,2.06,18.64,123.74,29.39,24.05,0.6
天溯计量,sz301449,80.51,80.0,79.8,1435000.0,80.51,600,80.52,100,0.64,80.88,79.5,1435000,115210000.0,10.31,1.72,11.2,52.51,96.0,64.0,0.62
美埃科技,sh688376,71.59,74.37,74.0,300775100.0,71.59,2200,71.62,200,-3.74,74.34,70.9,300775100,217000000.0,2.22,4.63,96.83,96.83,89.24,59.5,1.06
同飞股份,sz300990,92.54,87.77,88.58,8502300.0,92.52,200,92.54,6300,5.43,94.81,88.11,8502300,786360000.0,11.02,7.63,71.37,157.85,105.32,70.22,1.48
中光防雷,sz300414,14.57,14.29,14.3,9897600.0,14.56,24200,14.57,29500,1.96,14.64,14.3,9897600,143750000.0,3.16,2.38,45.68,47.5,17.15,11.43,1.31
苏州天脉,sz301626,261.0,266.8,265.5,2302000.0,261.0,900,261.23,2100,-2.17,268.88,257.0,2302000,605220000.0,4.37,4.45,137.34,301.92,320.16,213.44,1.04
ST名家汇,sz300506,5.0,5.08,5.08,9712700.0,4.99,41400,5.0,48300,-1.57,5.08,4.95,9712700,48560000.0,1.32,2.56,36.73,71.28,6.1,4.06,0.77
森赫股份,sz301056,15.82,16.53,16.24,8618500.0,15.81,56800,15.82,2600,-4.3,16.68,15.68,8618500,138570000.0,4.9,6.05,27.84,42.21,19.84,13.22,1.72
宏达电子,sz300726,45.94,45.68,45.53,6242700.0,45.94,12100,45.95,6300,0.57,46.74,45.39,6242700,288130000.0,2.91,2.96,98.51,189.2,54.82,36.54,1.19
宏源药业,sz301246,24.37,24.3,24.2,14497400.0,24.36,19600,24.37,63600,0.29,24.63,24.05,14497400,352120000.0,8.52,2.39,41.45,97.48,29.16,19.44,0.58
华盛锂电,sh688353,124.99,124.83,123.9,511063100.0,124.98,2400,124.99,15800,0.13,125.8,122.27,511063100,633600000.0,3.2,2.83,199.36,199.36,149.8,99.86,0.58
鼎泰高科,sz301377,227.5,225.22,225.83,5486400.0,227.5,1500,227.66,200,1.01,243.5,224.3,5486400,1272740000.0,7.72,8.52,161.58,932.75,270.26,180.18,0.91
腾景科技,sh688195,353.62,358.0,355.49,1029528100.0,353.62,15400,353.63,400,-1.22,384.48,350.05,1029528100,3771390000.0,7.96,9.62,457.41,457.41,429.6,286.4,1.3
珂玛科技,sz301611,100.11,103.0,102.45,15590800.0,100.11,1600,100.13,1400,-2.81,102.86,99.63,15590800,1570530000.0,10.64,3.14,146.74,436.48,123.6,82.4,1.05
新诺威,sz300765,32.87,32.87,32.7,15642100.0,32.86,14700,32.87,2800,0.0,34.86,32.58,15642100,525370000.0,1.11,6.94,461.69,461.69,39.44,26.3,0.97
安达智能,sh688125,247.6,256.2,256.84,82628000.0,247.53,2000,247.6,4400,-3.36,261.0,243.39,82628000,206990000.0,1.01,6.87,202.26,203.34,307.44,204.96,0.85
杰华特,sh688141,66.32,66.7,68.4,1126077700.0,66.32,14400,66.34,5100,-0.57,68.4,65.11,1126077700,748590000.0,2.5,4.93,298.65,298.65,80.04,53.36,0.77
铜冠铜箔,sz301217,46.79,47.54,47.42,43183800.0,46.78,49000,46.79,61600,-1.58,48.2,46.06,43183800,2034110000.0,5.21,4.5,387.9,387.9,57.05,38.03,0.85
海科新源,sz301292,91.5,92.6,91.01,16389500.0,91.49,800,91.5,11200,-1.19,93.27,89.8,16389500,1495960000.0,19.27,3.75,77.84,203.86,111.12,74.08,0.58
奕东电子,sz301123,66.53,68.53,68.71,17584800.0,66.53,900,66.54,1900,-2.92,70.49,65.84,17584800,1198200000.0,7.53,6.79,155.41,156.11,82.24,54.82,1.26
安通控股,sh600179,4.52,4.47,4.48,45627700.0,4.52,789900,4.53,12600,1.12,4.62,4.48,45627700,207630000.0,1.18,3.13,174.57,191.27,4.92,4.02,1.41
华联控股,sz000036,5.1,5.17,5.17,29873600.0,5.1,305100,5.11,157600,-1.35,5.17,5.03,29873600,151940000.0,2.13,2.71,71.46,71.59,5.69,4.65,0.55
滨海能源,sz000695,15.27,14.99,15.08,12677100.0,15.27,2800,15.28,103700,1.87,15.35,14.9,12677100,192490000.0,5.72,3.0,33.87,35.39,16.49,13.49,0.65
嘉美包装,sz002969,22.6,22.57,22.54,43056900.0,22.59,80500,22.6,79500,0.13,23.11,22.49,43056900,977220000.0,3.94,2.75,246.86,248.26,24.83,20.31,0.7
联发股份,sz002394,14.16,13.46,13.5,13052800.0,14.15,19300,14.16,71100,5.2,14.48,13.43,13052800,183610000.0,4.04,7.8,45.78,45.84,14.81,12.11,2.25
海汽集团,sh603069,17.77,17.55,17.57,8891600.0,17.77,25900,17.78,5200,1.25,18.48,17.38,8891600,158800000.0,2.81,6.27,56.15,56.15,19.31,15.8,2.65
胜通能源,sz001331,51.19,50.96,50.67,2938500.0,51.19,300,51.2,600,0.45,51.41,50.2,2938500,149820000.0,1.75,2.37,85.94,144.48,56.06,45.86,0.43
海南瑞泽,sz002596,3.56,3.53,3.51,30213400.0,3.55,131000,3.56,3300,0.85,3.58,3.46,30213400,106560000.0,2.64,3.4,40.82,40.85,3.88,3.18,1.32
多氟多,sz002407,30.12,30.01,30.0,66028800.0,30.11,91300,30.12,32600,0.37,30.48,29.8,66028800,1987880000.0,6.12,2.27,324.92,358.56,33.01,27.01,0.69
章源钨业,sz002378,33.5,32.55,32.57,97065400.0,33.5,271100,33.51,7900,2.92,34.19,32.57,97065400,3258090000.0,8.12,4.98,400.37,402.47,35.81,29.3,1.33
神剑股份,sz002361,20.63,18.75,18.85,325136200.0,20.63,8289700,0.0,0,10.03,20.63,18.75,325136200,6450270000.0,40.18,10.03,166.92,196.2,20.63,16.88,0.96
