name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,92.68,90.93,90.01,7244900.0,92.68,20200,92.69,1000,1.92,98.98,90.01,7244900,680160000.0,32.21,9.86,20.85,103.5,109.12,72.74,0.81
锡华科技,sh603248,28.56,29.04,29.42,20842100.0,28.55,7800,28.56,4400,-1.65,29.66,28.23,20842100,599680000.0,30.07,4.92,19.79,131.38,31.94,26.14,1.02
天溯计量,sz301449,76.71,77.12,76.48,1233500.0,76.71,800,76.74,1400,-0.53,78.49,75.5,1233500,94440000.0,8.87,3.88,10.67,50.03,92.54,61.7,0.48
美埃科技,sh688376,61.12,60.27,59.21,178160400.0,61.12,3000,61.19,4200,1.41,62.4,58.68,178160400,107890000.0,1.32,6.17,82.67,82.67,72.32,48.22,0.64
同飞股份,sz300990,80.4,77.95,76.64,2837800.0,80.4,4700,80.41,200,3.14,81.2,76.5,2837800,225660000.0,3.68,6.03,62.01,137.15,93.54,62.36,0.96
中光防雷,sz300414,13.88,13.58,13.4,7278100.0,13.87,39500,13.88,35100,2.21,13.88,13.34,7278100,99770000.0,2.32,3.98,43.52,45.25,16.3,10.86,0.86
苏州天脉,sz301626,257.2,257.0,254.01,2784700.0,257.18,200,257.2,1400,0.08,260.92,245.35,2784700,703830000.0,5.29,6.06,135.34,297.53,308.4,205.6,0.87
ST名家汇,sz300506,4.74,4.69,4.57,11708300.0,4.73,59600,4.74,26800,1.07,4.82,4.57,11708300,55270000.0,1.59,5.33,34.82,67.57,5.63,3.75,1.75
森赫股份,sz301056,14.77,15.07,15.2,3530100.0,14.76,4100,14.77,8900,-1.99,15.32,14.7,3530100,52820000.0,2.01,4.11,25.99,39.4,18.08,12.06,0.87
宏达电子,sz300726,42.39,42.22,41.76,3564600.0,42.38,600,42.39,24100,0.4,42.56,41.44,3564600,149760000.0,1.66,2.65,90.9,174.58,50.66,33.78,0.68
宏源药业,sz301246,24.34,23.01,23.03,36430700.0,24.34,1100,24.35,2800,5.78,24.81,23.03,36430700,874880000.0,21.42,7.74,41.4,97.36,27.61,18.41,1.66
华盛锂电,sh688353,130.78,131.69,131.0,1243486000.0,130.78,10400,130.79,400,-0.69,134.0,125.2,1243486000,1603100000.0,7.8,6.68,208.59,208.59,158.03,105.35,1.05
鼎泰高科,sz301377,193.08,181.52,180.0,4626400.0,193.07,100,193.08,10300,6.37,196.0,179.0,4626400,880160000.0,6.51,9.37,137.13,791.63,217.82,145.22,1.77
腾景科技,sh688195,284.5,294.0,285.12,855682200.0,284.48,200,284.5,10400,-3.23,289.12,272.0,855682200,2406580000.0,6.62,5.82,368.0,368.0,352.8,235.2,0.83
珂玛科技,sz301611,101.86,98.83,97.15,6770700.0,101.86,4800,101.87,3300,3.07,102.88,96.22,6770700,679120000.0,4.62,6.74,149.31,444.11,118.6,79.06,1.02
新诺威,sz300765,32.24,32.28,31.89,17975400.0,32.23,2500,32.24,8500,-0.12,33.28,31.64,17975400,582940000.0,1.28,5.08,452.84,452.84,38.74,25.82,1.33
安达智能,sh688125,231.09,240.6,233.89,102828100.0,229.23,200,231.09,0,-3.95,235.78,221.02,102828100,235560000.0,1.26,6.13,188.78,189.79,288.72,192.48,1.04
杰华特,sh688141,52.9,52.46,52.36,1362447200.0,52.9,14300,52.95,1900,0.84,53.46,50.48,1362447200,707890000.0,3.03,5.68,238.22,238.22,62.95,41.97,0.97
铜冠铜箔,sz301217,38.98,37.89,37.5,40092600.0,38.97,21000,38.98,49300,2.88,39.58,37.38,40092600,1556430000.0,4.84,5.81,323.15,323.15,45.47,30.31,1.37
海科新源,sz301292,99.18,96.29,98.11,30395100.0,99.18,1100,99.19,700,3.0,101.37,94.36,30395100,2980040000.0,35.73,7.28,84.37,220.97,115.55,77.03,1.19
奕东电子,sz301123,51.67,51.42,50.78,2575500.0,51.67,800,51.68,6000,0.49,52.32,50.4,2575500,132840000.0,1.1,3.73,120.7,121.24,61.7,41.14,0.63
安通控股,sh600179,4.46,4.46,4.43,37626300.0,4.46,33700,4.47,321500,0.0,4.53,4.43,37626300,168510000.0,0.97,2.24,172.26,188.73,4.91,4.01,0.73
华联控股,sz000036,5.01,5.21,5.18,71021700.0,5.01,39000,5.02,109800,-3.84,5.21,4.94,71021700,357010000.0,5.07,5.18,70.2,70.33,5.73,4.69,1.23
滨海能源,sz000695,13.98,14.29,14.54,34320500.0,13.97,28500,13.98,24400,-2.17,14.8,13.87,34320500,486620000.0,15.47,6.51,31.01,32.4,15.72,12.86,1.77
嘉美包装,sz002969,24.5,24.99,24.35,50464000.0,24.49,9300,24.5,42000,-1.96,24.88,23.53,50464000,1222370000.0,4.62,5.4,267.61,269.13,27.49,22.49,0.69
联发股份,sz002394,13.72,13.8,13.7,4726500.0,13.72,13300,13.74,13200,-0.58,13.86,13.5,4726500,64600000.0,1.46,2.61,44.35,44.41,15.18,12.42,0.46
海汽集团,sh603069,17.88,18.02,17.87,3140000.0,17.88,25800,17.89,2000,-0.78,18.04,17.68,3140000,56180000.0,0.99,2.0,56.5,56.5,19.82,16.22,0.69
胜通能源,sz001331,54.52,56.36,56.0,6203400.0,54.52,8000,54.53,4500,-3.26,56.02,52.26,6203400,334460000.0,3.7,6.67,91.53,153.88,62.0,50.72,1.09
海南瑞泽,sz002596,3.87,3.85,3.81,21120600.0,3.87,22100,3.88,124100,0.52,3.9,3.78,21120600,81120000.0,1.84,3.12,44.37,44.41,4.24,3.47,0.62
多氟多,sz002407,28.85,28.48,28.46,82209200.0,28.85,17100,28.86,28700,1.3,29.27,27.9,82209200,2360250000.0,7.61,4.81,311.74,343.44,31.33,25.63,1.07
章源钨业,sz002378,32.22,32.44,32.66,66408200.0,32.22,86500,32.23,28400,-0.68,32.88,31.3,66408200,2121880000.0,5.56,4.87,385.07,387.1,35.68,29.2,0.89
神剑股份,sz002361,15.0,13.64,13.37,230003100.0,15.0,19059600,0.0,0,9.97,15.0,13.21,230003100,3313350000.0,28.43,13.12,121.37,142.66,15.0,12.28,1.91
圣晖集成,sh603163,111.35,112.72,112.72,3693000.0,111.34,1900,111.35,3200,-1.22,117.71,110.6,3693000,419960000.0,3.69,6.31,111.35,111.35,123.99,101.45,0.83
万润股份,sz002643,15.88,15.73,15.47,10301500.0,15.88,28800,15.89,12300,0.95,15.94,15.45,10301500,162090000.0,1.13,3.12,144.4,146.57,17.3,14.16,0.81
快克智能,sh603203,36.17,35.56,35.04,1966200.0,36.16,700,36.17,7500,1.72,36.44,34.96,1966200,70430000.0,0.79,4.16,90.12,91.75,39.12,32.0,0.57
海南发展,sz002163,13.18,13.07,12.9,25391400.0,13.17,44500,13.18,12700,0.84,13.24,12.73,25391400,330890000.0,3.16,3.9,105.91,111.37,14.38,11.76,0.87
宏和科技,sh603256,72.14,65.58,65.4,28714400.0,72.14,953000,0.0,0,10.0,72.14,64.54,28714400,2029860000.0,3.26,11.59,634.64,652.57,72.14,59.02,1.93
亚翔集成,sh603929,187.41,185.11,180.08,5218000.0,187.4,1900,187.41,3900,1.24,191.98,180.08,5218000,980070000.0,2.45,6.43,399.86,399.86,203.62,166.6,0.79
世嘉科技,sz002796,47.8,44.72,45.56,17665400.0,47.8,6000,47.81,2900,6.89,49.0,45.56,17665400,842770000.0,7.76,7.69,108.84,120.63,49.19,40.25,0.99
深圳新星,sh603978,25.75,25.69,25.69,16870100.0,25.74,12700,25.75,12200,0.23,26.2,25.26,16870100,433660000.0,7.99,3.66,54.36,54.36,28.26,23.12,1.5
友邦吊顶,sz002718,60.6,60.6,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,56.95,78.45,66.66,54.54,0.0
九鼎新材,sz002201,11.5,11.17,10.96,28715700.0,11.5,62600,11.51,60400,2.95,11.55,10.96,28715700,326560000.0,4.77,5.28,69.23,74.94,12.29,10.05,1.44
国风新材,sz000859,10.4,10.32,10.02,49705200.0,10.39,141300,10.4,213200,0.78,10.55,10.02,49705200,511620000.0,5.55,5.14,93.18,93.18,11.35,9.29,1.13
天际股份,sz002759,36.86,36.09,36.99,66892200.0,36.86,44800,36.87,180800,2.13,38.0,35.83,66892200,2472120000.0,13.35,6.01,184.65,184.81,39.7,32.48,1.14
东材科技,sh601208,30.37,30.05,29.74,28958100.0,30.37,137500,30.38,4200,1.06,31.05,29.28,28958100,875440000.0,2.87,5.89,306.79,306.79,33.06,27.05,0.72
三孚股份,sh603938,24.39,24.1,23.89,10263900.0,24.38,5300,24.39,39000,1.2,24.75,23.49,10263900,247730000.0,2.68,5.23,93.32,93.32,26.51,21.69,0.96
航天工程,sh603698,30.84,29.93,29.6,17247000.0,30.83,11700,30.84,23300,3.04,30.98,29.58,17247000,525570000.0,3.22,4.68,165.3,165.3,32.92,26.94,1.5
翔鹭钨业,sz002842,33.8,33.13,33.14,60322300.0,33.8,65000,33.81,1700,2.02,33.96,32.05,60322300,2007660000.0,22.47,5.77,90.74,110.58,36.44,29.82,2.08
天赐材料,sz002709,48.17,46.11,47.23,152757400.0,48.17,411600,48.18,82100,4.47,48.55,45.89,152757400,7261860000.0,10.12,5.77,726.89,981.98,50.72,41.5,1.42
安记食品,sh603696,16.86,16.31,16.2,9500200.0,16.86,1700,16.87,4400,3.37,17.03,16.14,9500200,158720000.0,4.04,5.46,39.65,39.65,17.94,14.68,1.93
柏诚股份,sh601133,18.16,18.3,17.97,16737300.0,18.15,47400,18.16,40500,-0.77,18.33,17.74,16737300,302820000.0,11.2,3.22,27.13,95.89,20.13,16.47,0.47
德尔未来,sz002631,6.84,7.04,6.91,18491100.0,6.84,26400,6.85,9500,-2.84,6.95,6.67,18491100,125690000.0,2.33,3.98,54.28,54.53,7.74,6.34,0.66
创元科技,sz000551,13.34,13.25,13.01,7896000.0,13.33,48400,13.34,4500,0.68,13.37,13.0,7896000,104170000.0,1.63,2.79,64.64,64.66,14.58,11.93,0.82
浔兴股份,sz002098,9.12,9.05,9.05,2666200.0,9.12,4300,9.13,16300,0.77,9.23,8.99,2666200,24270000.0,0.74,2.65,32.65,32.65,9.96,8.15,0.79
合兴包装,sz002228,3.96,3.89,3.82,27935200.0,3.95,102800,3.96,132200,1.8,3.98,3.81,27935200,109440000.0,2.31,4.37,47.89,48.05,4.28,3.5,1.15
神农种业,sz300189,7.47,7.2,7.08,165915600.0,7.47,133200,7.48,1042600,3.75,7.55,7.08,165915600,1233740000.0,18.72,6.53,66.2,76.49,8.64,5.76,1.61
南宁百货,sh600712,6.27,6.36,6.28,6947500.0,6.27,17300,6.28,77300,-1.42,6.39,6.23,6947500,43570000.0,1.29,2.52,33.77,34.15,7.0,5.72,0.86
集泰股份,sz002909,6.67,6.63,6.6,8208500.0,6.66,6500,6.67,66800,0.6,6.72,6.49,8208500,54340000.0,2.16,3.47,25.37,26.01,7.29,5.97,0.76
鹏辉能源,sz300438,57.3,58.39,58.7,37332900.0,57.3,28700,57.31,1600,-1.87,59.35,55.08,37332900,2123870000.0,9.24,7.31,231.59,288.42,70.07,46.71,0.72
大中矿业,sz001203,42.04,42.86,43.01,35370800.0,42.04,27700,42.05,600,-1.91,43.2,41.0,35370800,1482550000.0,2.69,5.13,552.96,644.51,47.15,38.57,0.74
菱电电控,sh688667,100.83,97.55,96.99,136164700.0,100.81,1800,100.83,2100,3.36,101.87,96.04,136164700,135840000.0,2.58,5.98,53.13,53.13,117.06,78.04,1.22
海南海药,sz000566,5.56,5.49,5.44,33414900.0,5.56,237400,5.57,303700,1.28,5.59,5.38,33414900,184320000.0,2.58,3.83,72.1,72.13,6.04,4.94,0.99
鲁信创投,sh600783,21.07,20.67,20.51,12479700.0,21.07,4800,21.08,60700,1.94,21.25,20.38,12479700,261300000.0,1.68,4.21,156.84,156.84,22.74,18.6,1.01
鸿富瀚,sz301086,128.63,128.28,125.4,1777700.0,128.63,1600,128.64,1000,0.27,130.22,125.4,1777700,228320000.0,3.76,3.76,60.89,115.77,153.94,102.62,0.74
鹭燕医药,sz002788,14.7,13.71,13.51,61121900.0,14.69,42300,14.7,34700,7.22,15.08,13.51,61121900,892630000.0,16.01,11.45,56.12,57.11,15.08,12.34,5.22
青鸟消防,sz002960,11.65,11.88,11.68,13879400.0,11.64,3500,11.65,23200,-1.94,11.9,11.46,13879400,161350000.0,1.72,3.7,94.2,102.5,13.07,10.69,0.65
和林微纳,sh688661,82.88,83.81,81.81,352232900.0,82.86,200,82.88,5500,-1.11,84.18,80.05,352232900,289710000.0,2.32,4.93,125.88,125.88,100.57,67.05,0.81
联特科技,sz301205,223.62,221.92,216.11,8905800.0,223.61,1600,223.62,4900,0.77,226.0,211.04,8905800,1932350000.0,10.68,6.74,186.51,290.13,266.3,177.54,0.79
天华新能,sz300390,62.67,64.01,64.0,52159900.0,62.67,400,62.68,9300,-2.09,65.26,61.4,52159900,3288490000.0,7.76,6.03,421.31,520.63,76.81,51.21,0.95
可川科技,sh603052,63.66,64.19,63.66,5903400.0,63.66,46900,63.67,100,-0.83,65.4,62.31,5903400,377610000.0,3.14,4.81,119.62,119.62,70.61,57.77,0.66
华康洁净,sz301235,48.14,48.95,47.94,4273300.0,48.14,100,48.15,100,-1.65,48.8,47.41,4273300,204740000.0,5.87,2.84,35.02,51.88,58.74,39.16,0.63
石大胜华,sh603026,93.06,93.85,94.79,26963400.0,93.04,200,93.06,300,-0.84,95.96,90.12,26963400,2504380000.0,11.59,6.22,216.55,216.55,103.24,84.47,1.06
天宏锂电,bj920252,27.9,29.03,28.65,4623300.0,27.89,2600,27.9,600,-3.89,28.95,27.38,4623300,129236299.99999999,6.78,5.41,19.04,28.64,37.73,20.33,1.23
华瑞股份,sz300626,20.19,20.42,20.19,4703300.0,20.19,18800,20.2,16500,-1.13,20.68,19.98,4703300,95160000.0,2.61,3.43,36.32,36.34,24.5,16.34,0.67
京能电力,sh600578,5.29,5.57,5.5,69396700.0,5.29,76900,5.3,103100,-5.03,5.53,5.2,69396700,367340000.0,1.04,5.92,354.15,354.15,6.13,5.01,0.94
山东黄金,sh600547,40.69,38.58,38.12,73602600.0,40.68,9300,40.69,110800,5.47,40.73,38.1,73602600,2930430000.0,2.04,6.82,1470.72,1875.78,42.44,34.72,1.12
同惠电子,bj920509,28.79,28.78,28.2,1175800.0,28.79,3500,28.83,18100,0.03,29.22,28.1,1175800,33836500.0,1.4,3.89,24.18,46.15,37.41,20.15,0.67
博威合金,sh601137,18.45,18.42,18.18,17006700.0,18.44,14100,18.45,33000,0.16,18.78,18.11,17006700,313700000.0,1.85,3.64,169.29,169.42,20.26,16.58,1.19
四方达,sz300179,21.19,21.17,20.9,25540400.0,21.19,20500,21.2,33800,0.09,21.59,20.41,25540400,535860000.0,6.83,5.57,79.25,102.92,25.4,16.94,0.8
海博思创,sh688411,266.31,290.08,287.0,833426900.0,266.3,11700,266.31,3200,-8.19,289.0,266.2,833426900,2286890000.0,6.29,7.86,353.06,479.6,348.1,232.06,0.99
天振股份,sz301356,21.88,22.19,22.5,2084500.0,21.85,6100,21.88,1300,-1.4,22.85,21.68,2084500,46040000.0,3.8,5.27,11.99,47.26,26.63,17.75,1.03
艾可蓝,sz300816,63.71,62.2,61.3,1516000.0,63.7,400,63.71,1800,2.43,64.79,60.74,1516000,95920000.0,2.68,6.51,36.1,50.97,74.64,49.76,0.55
富祥药业,sz300497,19.42,19.09,19.73,109907800.0,19.42,181800,19.43,5300,1.73,20.55,19.03,109907800,2157280000.0,24.93,7.96,85.61,104.61,22.91,15.27,1.13
云南锗业,sz002428,52.35,51.36,51.36,107266700.0,52.35,144800,52.36,2700,1.93,54.3,50.2,107266700,5664990000.0,16.43,7.98,341.86,341.91,56.5,46.22,1.19
中钨高新,sz000657,48.82,48.62,49.99,54277300.0,48.81,1300,48.82,17600,0.41,50.22,47.8,54277300,2647900000.0,3.74,4.98,709.32,1112.41,53.48,43.76,0.8
泓禧科技,bj920857,23.89,25.78,26.1,1281600.0,23.86,10700,23.89,3800,-7.33,26.1,23.23,1281600,30867100.0,1.73,11.13,17.68,17.68,33.51,18.05,1.42
盛剑科技,sh603324,25.24,25.5,24.94,5778600.0,25.24,2100,25.25,5600,-1.02,25.98,24.94,5778600,146940000.0,3.91,4.08,37.27,37.27,28.05,22.95,1.1
厦钨新能,sh688778,74.1,75.72,74.91,477262500.0,74.1,1100,74.15,200,-2.14,75.51,72.81,477262500,353460000.0,0.95,3.57,373.98,373.98,90.86,60.58,0.73
湖南裕能,sz301358,80.13,79.8,80.0,28394400.0,80.13,76100,80.14,4300,0.41,82.0,77.14,28394400,2257840000.0,3.74,6.09,608.94,609.63,95.76,63.84,1.05
万润新能,sh688275,113.15,117.95,117.93,987311400.0,113.1,200,113.15,300,-4.07,118.99,107.6,987311400,1102260000.0,7.83,9.66,142.7,142.7,141.54,94.36,1.18
菲菱科思,sz301191,127.91,132.3,125.69,3780500.0,127.91,4900,127.93,100,-3.32,129.85,125.5,3780500,481300000.0,7.24,3.29,66.77,88.7,158.76,105.84,0.64
英诺激光,sz301021,53.12,53.08,52.3,3005400.0,53.12,1900,53.13,5600,0.08,53.95,51.97,3005400,159020000.0,1.97,3.73,81.14,81.2,63.7,42.46,0.56
中材科技,sz002080,40.85,40.08,39.65,35198400.0,40.85,90300,40.86,30900,1.92,41.29,39.11,35198400,1421730000.0,2.1,5.44,685.51,685.51,44.09,36.07,1.02
茂莱光学,sh688502,308.6,308.62,305.31,65689000.0,308.6,100,308.95,1000,-0.01,313.0,302.08,65689000,202940000.0,1.24,3.54,162.94,162.94,370.34,246.9,0.97
阿特斯,sh688472,13.46,14.14,14.1,7401009200.0,13.46,45600,13.47,92900,-4.81,14.16,13.13,7401009200,998310000.0,5.49,7.28,181.39,490.37,16.97,11.31,1.14
恩捷股份,sz002812,74.2,72.17,71.52,39990900.0,74.19,6200,74.2,8200,2.81,74.61,69.47,39990900,2903010000.0,4.86,7.12,610.41,728.74,79.39,64.95,1.01
荣亿精密,bj920223,15.83,15.69,15.41,1503500.0,15.83,8300,15.84,800,0.89,15.99,15.38,1503500,23694400.0,1.84,3.89,12.91,24.9,20.39,10.99,0.87
海峡股份,sz002320,9.15,9.13,9.03,16819500.0,9.15,48300,9.16,33500,0.22,9.18,8.95,16819500,152890000.0,0.75,2.52,204.47,204.47,10.04,8.22,0.85
山东赫达,sz002810,22.9,20.82,22.9,26717900.0,22.9,2816300,0.0,0,9.99,22.9,21.54,26717900,605750000.0,8.27,6.53,73.99,79.89,22.9,18.74,1.79
东百集团,sh600693,11.38,11.08,10.96,36394400.0,11.38,60100,11.39,128700,2.71,11.46,10.95,36394400,409530000.0,4.19,4.6,98.89,98.99,12.19,9.97,1.22
海峡创新,sz300300,14.2,12.71,12.3,184647700.0,14.2,248900,14.21,124800,11.72,14.56,12.21,184647700,2555370000.0,27.69,18.49,94.69,94.69,15.25,10.17,1.82
锦华新材,bj920015,37.68,38.68,38.2,1000800.0,37.6,3800,37.68,12900,-2.59,38.36,37.49,1000800,37754200.0,2.65,2.25,14.22,51.08,50.28,27.08,0.75
