market_code,所属同花顺行业,股票代码,code
33,有色金属-工业金属-铝,000807.SZ,000807
33,轻工制造-家居用品-瓷砖地板,001386.SZ,001386
17,医药生物-医药商业-医药流通,600511.SH,600511
33,非银金融-多元金融-多元金融Ⅲ,000567.SZ,000567
33,环保-环境治理-固废治理,000885.SZ,000885
33,非银金融-多元金融-多元金融Ⅲ,001236.SZ,001236
17,交通运输-港口航运-航运,600751.SH,600751
17,医药生物-医疗器械-医疗耗材,603301.SH,603301
33,交通运输-公路铁路运输-高速公路,001965.SZ,001965
33,基础化工-化学制品-其他化学制品,002648.SZ,002648
17,有色金属-贵金属-贵金属Ⅲ,600547.SH,600547
17,美容护理-美容护理-个护用品,603193.SH,603193
17,交通运输-物流-物流Ⅲ,600233.SH,600233
33,计算机-软件开发-垂直应用软件,301153.SZ,301153
22,钢铁-钢铁-普钢,600581.SH,600581
17,轻工制造-造纸-造纸Ⅲ,603165.SH,603165
17,非银金融-多元金融-多元金融Ⅲ,600927.SH,600927
33,计算机-软件开发-垂直应用软件,300925.SZ,300925
33,计算机-IT服务-IT服务Ⅲ,002373.SZ,002373
17,机械设备-通用设备-其他通用设备,603082.SH,603082
33,医药生物-生物制品-疫苗,300601.SZ,300601
33,非银金融-多元金融-多元金融Ⅲ,000563.SZ,000563
33,商贸零售-零售-商业物业经营,300947.SZ,300947
17,电力设备-光伏设备-硅料硅片,600438.SH,600438
17,煤炭-煤炭开采加工-煤炭开采,601898.SH,601898
33,国防军工-军工装备-航空装备,002651.SZ,002651
33,非银金融-证券-证券Ⅲ,000712.SZ,000712
17,交通运输-物流-物流Ⅲ,603871.SH,603871
33,家用电器-小家电-小家电Ⅲ,002959.SZ,002959
17,环保-环保设备-环保设备Ⅲ,600388.SH,600388
33,电力设备-电网设备-线缆部件及其他,002276.SZ,002276
17,基础化工-化学制品-其他化学制品,603334.SH,603334
17,基础化工-化学原料-氯碱,600319.SH,600319
151,建筑装饰-建筑装饰-专业工程,920019.BJ,920019
17,商贸零售-零售-百货零售,603708.SH,603708
17,机械设备-专用设备-其他专用设备,603076.SH,603076
17,基础化工-化学制品-氟化工,600160.SH,600160
17,环保-环境治理-水务及水治理,603759.SH,603759
17,电力设备-风电设备-风电整机,688349.SH,688349
33,轻工制造-家居用品-文娱用品,301101.SZ,301101
22,石油石化-油气开采及服务-油气开采,600759.SH,600759
33,煤炭-煤炭开采加工-煤炭开采,002128.SZ,002128
33,电力设备-电池-锂电池,300750.SZ,300750
33,有色金属-金属新材料-磁性材料,300748.SZ,300748
17,家用电器-白色家电-冰洗,600690.SH,600690
17,食品饮料-饮料制造-软饮料,600300.SH,600300
33,轻工制造-家居用品-文娱用品,002103.SZ,002103
17,计算机-软件开发-垂直应用软件,688232.SH,688232
33,农林牧渔-种植业与林业-农业综合,002556.SZ,002556
33,医药生物-中药-中药Ⅲ,002198.SZ,002198
17,公用事业-燃气-燃气Ⅲ,603053.SH,603053
17,公用事业-电力-火电,600098.SH,600098
33,汽车-汽车零部件-底盘与发动机系统,300585.SZ,300585
33,建筑装饰-建筑装饰-基础建设,002941.SZ,002941
17,电力设备-光伏设备-逆变器,688348.SH,688348
17,建筑装饰-建筑装饰-基础建设,600820.SH,600820
17,电子-光学光电子-面板,688538.SH,688538
17,银行-银行-城商行,601838.SH,601838
17,汽车-汽车零部件-汽车电子电气系统,603293.SH,603293
17,传媒-文化传媒-出版,600757.SH,600757
151,汽车-汽车零部件-底盘与发动机系统,920146.BJ,920146
17,环保-环境治理-固废治理,601033.SH,601033
33,国防军工-军工装备-地面兵装,300527.SZ,300527
33,电力设备-风电设备-风电零部件,301155.SZ,301155
17,交通运输-港口航运-航运,601866.SH,601866
17,机械设备-通用设备-金属制品,603339.SH,603339
17,公用事业-电力-新能源发电,601985.SH,601985
33,农林牧渔-农产品加工-畜禽饲料,000702.SZ,000702
17,汽车-汽车零部件-车身附件及饰件,600081.SH,600081
33,食品饮料-饮料制造-乳品,002732.SZ,002732
17,交通运输-物流-物流Ⅲ,603967.SH,603967
17,交通运输-港口航运-航运,601022.SH,601022
17,商贸零售-零售-旅游零售,601888.SH,601888
17,环保-环境治理-固废治理,600323.SH,600323
17,基础化工-化学制品-有机硅,603281.SH,603281
33,轻工制造-包装印刷-包装,002701.SZ,002701
33,医药生物-中药-中药Ⅲ,300534.SZ,300534
151,家用电器-白色家电-家电零部件,920124.BJ,920124
17,机械设备-工程机械-工程机械Ⅲ,603611.SH,603611
33,社会服务-教育-教育Ⅲ,002659.SZ,002659
33,通信-通信设备-通信终端及配件,003040.SZ,003040
33,交通运输-物流-物流Ⅲ,000927.SZ,000927
33,非银金融-证券-证券Ⅲ,002673.SZ,002673
33,医药生物-医疗器械-医疗设备,300298.SZ,300298
17,钢铁-钢铁-冶钢原料,600295.SH,600295
33,计算机-IT服务-IT服务Ⅲ,002777.SZ,002777
17,电力设备-光伏设备-光伏电池组件,688429.SH,688429
17,计算机-计算机设备-安防设备,603508.SH,603508
33,计算机-软件开发-垂直应用软件,301162.SZ,301162
17,汽车-汽车零部件-车身附件及饰件,600660.SH,600660
17,房地产-房地产-住宅开发,600657.SH,600657
17,电子-光学光电子-LED,603515.SH,603515
33,计算机-软件开发-垂直应用软件,300036.SZ,300036
17,食品饮料-食品加工制造-预加工食品,603536.SH,603536
17,电力设备-电网设备-输变电设备,601877.SH,601877
17,纺织服饰-纺织制造-印染,600448.SH,600448
17,钢铁-钢铁-普钢,601686.SH,601686
17,交通运输-港口航运-港口,601018.SH,601018
33,社会服务-旅游及酒店-旅游综合,000069.SZ,000069
33,医药生物-化学制药-化学制剂,000766.SZ,000766
17,国防军工-军工装备-航空装备,600038.SH,600038
17,房地产-房地产-房地产服务,603506.SH,603506
33,计算机-软件开发-横向通用软件,300311.SZ,300311
17,汽车-汽车零部件-底盘与发动机系统,603767.SH,603767
33,医药生物-化学制药-化学制剂,002004.SZ,002004
33,计算机-计算机设备-其他计算机设备,300771.SZ,300771
33,计算机-软件开发-垂直应用软件,300047.SZ,300047
17,交通运输-机场航运-机场,600004.SH,600004
17,有色金属-小金属-其他小金属,600456.SH,600456
17,房地产-房地产-住宅开发,600048.SH,600048
17,汽车-汽车零部件-底盘与发动机系统,688280.SH,688280
33,计算机-软件开发-垂直应用软件,300559.SZ,300559
151,医药生物-医疗器械-医疗设备,920278.BJ,920278
17,非银金融-证券-证券Ⅲ,601236.SH,601236
33,非银金融-多元金融-多元金融Ⅲ,002961.SZ,002961
33,环保-环境治理-水务及水治理,300070.SZ,300070
17,机械设备-自动化设备-工控设备,688777.SH,688777
33,传媒-游戏-游戏Ⅲ,002605.SZ,002605
151,农林牧渔-农产品加工-畜禽饲料,920275.BJ,920275
17,基础化工-化学原料-无机盐,600929.SH,600929
17,交通运输-物流-物流Ⅲ,600153.SH,600153
17,商贸零售-互联网电商-互联网电商Ⅲ,603613.SH,603613
33,汽车-汽车整车-商用载客车,000868.SZ,000868
17,电力设备-风电设备-风电整机,600072.SH,600072
33,医药生物-医药商业-医药流通,000028.SZ,000028
17,交通运输-港口航运-航运,601872.SH,601872
151,医药生物-化学制药-原料药,920656.BJ,920656
33,钢铁-钢铁-特钢,002075.SZ,002075
17,有色金属-工业金属-铅锌,603132.SH,603132
33,电力设备-电网设备-电气自控设备,300407.SZ,300407
17,美容护理-美容护理-化妆品,603605.SH,603605
33,交通运输-物流-物流Ⅲ,002352.SZ,002352
