股票代码,所属同花顺行业,market_code,code
301513.SZ,电力设备-电池-锂电专用设备,33,301513
920012.BJ,电子-半导体-半导体材料,151,920012
920526.BJ,电子-半导体-半导体材料,151,920526
920179.BJ,电子-半导体-半导体材料,151,920179
688628.SH,机械设备-通用设备-仪器仪表,17,688628
300806.SZ,基础化工-塑料制品-膜材料,33,300806
301319.SZ,电子-电子化学品-电子化学品Ⅲ,33,301319
300776.SZ,电力设备-光伏设备-光伏加工设备,33,300776
688807.SH,电子-半导体-数字芯片设计,17,688807
301237.SZ,基础化工-塑料制品-膜材料,33,301237
688227.SH,计算机-IT服务-IT服务Ⅲ,17,688227
300905.SZ,基础化工-化学纤维-其他纤维,33,300905
688560.SH,电力设备-光伏设备-光伏辅材,17,688560
920249.BJ,通信-通信设备-通信终端及配件,151,920249
920045.BJ,通信-通信设备-通信网络设备及器件,151,920045
920971.BJ,基础化工-非金属材料-非金属材料Ⅲ,151,920971
920242.BJ,汽车-汽车零部件-底盘与发动机系统,151,920242
688502.SH,电子-光学光电子-光学元件,17,688502
301090.SZ,基础化工-塑料制品-其他塑料制品,33,301090
688813.SH,机械设备-专用设备-其他专用设备,17,688813
920821.BJ,电子-元件-印制电路板,151,920821
920522.BJ,电力设备-电池-锂电专用设备,151,920522
920181.BJ,电子-其他电子-其他电子Ⅲ,151,920181
300083.SZ,机械设备-通用设备-机床工具,33,300083
301662.SZ,电力设备-电池-锂电专用设备,33,301662
688530.SH,电子-半导体-半导体材料,17,688530
301068.SZ,环保-环境治理-固废治理,33,301068
920225.BJ,基础化工-橡胶制品-其他橡胶制品,151,920225
920284.BJ,机械设备-专用设备-其他专用设备,151,920284
920438.BJ,电子-光学光电子-光学元件,151,920438
301259.SZ,环保-环境治理-综合环境治理,33,301259
688809.SH,电子-半导体-半导体设备,17,688809
920719.BJ,基础化工-非金属材料-非金属材料Ⅲ,151,920719
301338.SZ,机械设备-专用设备-其他专用设备,33,301338
300703.SZ,轻工制造-家居用品-文娱用品,33,300703
300385.SZ,环保-环保设备-环保设备Ⅲ,33,300385
920078.BJ,有色金属-金属新材料-其他金属新材料,151,920078
600208.SH,房地产-房地产-住宅开发,17,600208
002081.SZ,建筑装饰-建筑装饰-装饰园林,33,002081
002628.SZ,建筑装饰-建筑装饰-基础建设,33,002628
688048.SH,电子-半导体-分立器件,17,688048
002108.SZ,基础化工-塑料制品-其他塑料制品,33,002108
688498.SH,电子-半导体-分立器件,17,688498
605388.SH,食品饮料-饮料制造-软饮料,17,605388
000037.SZ,公用事业-电力-火电,33,000037
600552.SH,电子-光学光电子-面板,17,600552
600707.SH,电子-光学光电子-面板,17,600707
001330.SZ,传媒-影视院线-影视院线Ⅲ,33,001330
000936.SZ,基础化工-化学纤维-涤纶,33,000936
603922.SH,汽车-汽车零部件-其他汽车零部件,17,603922
600330.SH,电子-电子化学品-电子化学品Ⅲ,17,600330
002802.SZ,基础化工-化学制品-其他化学制品,33,002802
600727.SH,基础化工-化学制品-其他化学制品,17,600727
003018.SZ,轻工制造-包装印刷-包装,33,003018
002297.SZ,国防军工-军工装备-航空装备,33,002297
600961.SH,有色金属-工业金属-铅锌,17,600961
002706.SZ,电力设备-电网设备-输变电设备,33,002706
603203.SH,机械设备-自动化设备-工控设备,17,603203
600641.SH,电子-半导体-半导体材料,17,600641
600520.SH,机械设备-专用设备-其他专用设备,17,600520
002428.SZ,有色金属-小金属-其他小金属,33,002428
605298.SH,机械设备-轨交设备-轨交设备Ⅲ,17,605298
603629.SH,电子-消费电子-消费电子零部件及组装,17,603629
003031.SZ,通信-通信设备-通信终端及配件,33,003031
002980.SZ,电力设备-电网设备-电气自控设备,33,002980
002866.SZ,电子-消费电子-消费电子零部件及组装,33,002866
603052.SH,电子-消费电子-消费电子零部件及组装,17,603052
001389.SZ,电子-元件-印制电路板,33,001389
002957.SZ,机械设备-自动化设备-工控设备,33,002957
002975.SZ,机械设备-自动化设备-工控设备,33,002975
603773.SH,电子-光学光电子-面板,17,603773
603083.SH,通信-通信设备-通信终端及配件,17,603083
002796.SZ,通信-通信设备-通信网络设备及器件,33,002796
603926.SH,汽车-汽车零部件-底盘与发动机系统,17,603926
600683.SH,房地产-房地产-住宅开发,17,600683
001400.SZ,机械设备-专用设备-其他专用设备,33,001400
002487.SZ,电力设备-风电设备-风电零部件,33,002487
603118.SH,通信-通信设备-通信终端及配件,17,603118
002580.SZ,电力设备-电池-其他电池,33,002580
002940.SZ,医药生物-化学制药-化学制剂,33,002940
002281.SZ,通信-通信设备-通信网络设备及器件,33,002281
002990.SZ,计算机-计算机设备-其他计算机设备,33,002990
600234.SH,建筑装饰-建筑装饰-装饰园林,17,600234
002203.SZ,有色金属-工业金属-铜,33,002203
603031.SH,电力设备-电池-其他电池,17,603031
603063.SH,电力设备-风电设备-风电零部件,17,603063
603738.SH,电子-元件-被动元件,17,603738
600962.SH,食品饮料-饮料制造-软饮料,17,600962
603278.SH,机械设备-通用设备-金属制品,17,603278
600156.SH,纺织服饰-纺织制造-其他纺织,17,600156
603315.SH,环保-环境治理-大气治理,17,603315
600703.SH,电子-光学光电子-LED,17,600703
603178.SH,汽车-汽车零部件-底盘与发动机系统,17,603178
600152.SH,电力设备-电池-锂电池,17,600152
002259.SZ,公用事业-燃气-燃气Ⅲ,33,002259
601619.SH,公用事业-电力-新能源发电,17,601619
002418.SZ,家用电器-白色家电-家电零部件,33,002418
002547.SZ,汽车-汽车零部件-其他汽车零部件,33,002547
688337.SH,机械设备-通用设备-仪器仪表,17,688337
002217.SZ,电子-光学光电子-面板,33,002217
688707.SH,电力设备-电池-电池化学品,17,688707
920489.BJ,基础化工-化学原料-其他化学原料,151,920489
688308.SH,机械设备-通用设备-金属制品,17,688308
300502.SZ,通信-通信设备-通信网络设备及器件,33,300502
688313.SH,通信-通信设备-通信网络设备及器件,17,688313
688171.SH,计算机-软件开发-横向通用软件,17,688171
920177.BJ,机械设备-专用设备-其他专用设备,151,920177
301056.SZ,机械设备-专用设备-楼宇设备,33,301056
301286.SZ,基础化工-化学制品-其他化学制品,33,301286
300620.SZ,通信-通信设备-通信网络设备及器件,33,300620
688001.SH,机械设备-专用设备-其他专用设备,17,688001
920693.BJ,机械设备-通用设备-金属制品,151,920693
920839.BJ,机械设备-工程机械-工程机械Ⅲ,151,920839
301228.SZ,社会服务-其他社会服务-专业服务,33,301228
688662.SH,电子-其他电子-其他电子Ⅲ,17,688662
688677.SH,医药生物-医疗器械-医疗设备,17,688677
920493.BJ,计算机-IT服务-IT服务Ⅲ,151,920493
920119.BJ,电力设备-电池-锂电专用设备,151,920119
301075.SZ,医药生物-化学制药-化学制剂,33,301075
920981.BJ,电子-元件-被动元件,151,920981
603698.SH,机械设备-专用设备-能源及重型设备,17,603698
920509.BJ,机械设备-通用设备-仪器仪表,151,920509
300243.SZ,基础化工-塑料制品-其他塑料制品,33,300243
002859.SZ,电子-其他电子-其他电子Ⅲ,33,002859
002384.SZ,电子-元件-印制电路板,33,002384
688693.SH,电子-半导体-分立器件,17,688693
300858.SZ,基础化工-化学制品-食品及饲料添加剂,33,300858
688143.SH,通信-通信设备-通信线缆及配套,17,688143
920651.BJ,机械设备-通用设备-仪器仪表,151,920651
920978.BJ,汽车-汽车零部件-汽车电子电气系统,151,920978
301227.SZ,轻工制造-家居用品-定制家居,33,301227
301373.SZ,基础化工-化学制品-其他化学制品,33,301373
000657.SZ,有色金属-小金属-钨,33,000657
002515.SZ,食品饮料-食品加工制造-肉制品,33,002515
300151.SZ,机械设备-专用设备-其他专用设备,33,300151
301307.SZ,通信-通信设备-通信网络设备及器件,33,301307
920188.BJ,基础化工-橡胶制品-其他橡胶制品,151,920188
920247.BJ,汽车-汽车零部件-其他汽车零部件,151,920247
601208.SH,基础化工-塑料制品-膜材料,17,601208
688778.SH,电力设备-电池-电池化学品,17,688778
688155.SH,电力设备-电池-锂电池,17,688155
605133.SH,汽车-汽车零部件-底盘与发动机系统,17,605133
002860.SZ,家用电器-白色家电-家电零部件,33,002860
301157.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,301157
300626.SZ,电力设备-电机-电机Ⅲ,33,300626
001223.SZ,机械设备-自动化设备-其他自动化设备,33,001223
300540.SZ,机械设备-专用设备-其他专用设备,33,300540
002488.SZ,汽车-汽车零部件-轮胎轮毂,33,002488
301205.SZ,通信-通信设备-通信网络设备及器件,33,301205
300548.SZ,通信-通信设备-通信网络设备及器件,33,300548
603375.SH,电子-半导体-模拟芯片设计,17,603375
600173.SH,公用事业-电力-新能源发电,17,600173
001267.SZ,通信-通信设备-通信网络设备及器件,33,001267
301297.SZ,电子-半导体-半导体设备,33,301297
300476.SZ,电子-元件-印制电路板,33,300476
920357.BJ,电子-消费电子-消费电子零部件及组装,151,920357
301188.SZ,医药生物-医疗器械-医疗耗材,33,301188
300681.SZ,汽车-汽车零部件-汽车电子电气系统,33,300681
601020.SH,有色金属-工业金属-铅锌,17,601020
603045.SH,电力设备-电网设备-输变电设备,17,603045
688112.SH,机械设备-通用设备-仪器仪表,17,688112
301095.SZ,计算机-软件开发-垂直应用软件,33,301095
920015.BJ,基础化工-化学制品-有机硅,151,920015
920036.BJ,计算机-计算机设备-安防设备,151,920036
688028.SH,机械设备-通用设备-磨具磨料,17,688028
300136.SZ,电子-消费电子-消费电子零部件及组装,33,300136
920368.BJ,电力设备-光伏设备-光伏加工设备,151,920368
920394.BJ,轻工制造-造纸-造纸Ⅲ,151,920394
301002.SZ,电子-光学光电子-LED,33,301002
920914.BJ,有色金属-能源金属-镍,151,920914
300632.SZ,电子-光学光电子-LED,33,300632
600776.SH,通信-通信设备-其他通信设备,17,600776
300735.SZ,电子-消费电子-消费电子零部件及组装,33,300735
000967.SZ,环保-环保设备-环保设备Ⅲ,33,000967
920116.BJ,计算机-IT服务-IT服务Ⅲ,151,920116
002723.SZ,电子-光学光电子-LED,33,002723
301270.SZ,计算机-软件开发-横向通用软件,33,301270
688399.SH,医药生物-医疗器械-体外诊断,17,688399
920510.BJ,机械设备-通用设备-金属制品,151,920510
300747.SZ,机械设备-自动化设备-激光设备,33,300747
920961.BJ,机械设备-通用设备-仪器仪表,151,920961
688678.SH,电子-消费电子-消费电子零部件及组装,17,688678
300773.SZ,非银金融-多元金融-多元金融Ⅲ,33,300773
301183.SZ,电子-光学光电子-光学元件,33,301183
002963.SZ,建筑装饰-建筑装饰-装饰园林,33,002963
002708.SZ,汽车-汽车零部件-底盘与发动机系统,33,002708
920139.BJ,电子-半导体-集成电路封测,151,920139
920640.BJ,通信-通信设备-通信网络设备及器件,151,920640
688611.SH,电力设备-电网设备-电气自控设备,17,688611
920060.BJ,电子-元件-印制电路板,151,920060
603130.SH,纺织服饰-纺织制造-其他纺织,17,603130
300473.SZ,汽车-汽车零部件-其他汽车零部件,33,300473
300809.SZ,机械设备-通用设备-机床工具,33,300809
605222.SH,电力设备-电网设备-线缆部件及其他,17,605222
301148.SZ,环保-环境治理-水务及水治理,33,301148
688518.SH,机械设备-自动化设备-激光设备,17,688518
300394.SZ,通信-通信设备-通信网络设备及器件,33,300394
300561.SZ,计算机-软件开发-垂直应用软件,33,300561
002565.SZ,轻工制造-包装印刷-包装,33,002565
000973.SZ,基础化工-塑料制品-膜材料,33,000973
920346.BJ,电子-消费电子-消费电子零部件及组装,151,920346
920690.BJ,汽车-汽车零部件-车身附件及饰件,151,920690
920011.BJ,电力设备-电机-电机Ⅲ,151,920011
688226.SH,电力设备-电网设备-线缆部件及其他,17,688226
688375.SH,国防军工-军工电子-军工电子Ⅲ,17,688375
688416.SH,电子-半导体-数字芯片设计,17,688416
600773.SH,房地产-房地产-住宅开发,17,600773
300456.SZ,电子-半导体-集成电路制造,33,300456
920932.BJ,计算机-软件开发-垂直应用软件,151,920932
920578.BJ,机械设备-自动化设备-机器人,151,920578
000819.SZ,石油石化-石油加工贸易-石油加工,33,000819
688170.SH,机械设备-自动化设备-激光设备,17,688170
600577.SH,电力设备-电网设备-线缆部件及其他,17,600577
605286.SH,机械设备-专用设备-楼宇设备,17,605286
688205.SH,通信-通信设备-通信网络设备及器件,17,688205
300629.SZ,国防军工-军工电子-军工电子Ⅲ,33,300629
920274.BJ,轻工制造-包装印刷-包装,151,920274
688667.SH,汽车-汽车零部件-汽车电子电气系统,17,688667
301479.SZ,电子-光学光电子-光学元件,33,301479
688585.SH,基础化工-塑料制品-合成树脂,17,688585
688115.SH,机械设备-通用设备-仪器仪表,17,688115
300970.SZ,农林牧渔-种植业与林业-其他种植业,33,300970
603829.SH,电力设备-电网设备-输变电设备,17,603829
300351.SZ,机械设备-轨交设备-轨交设备Ⅲ,33,300351
605255.SH,汽车-汽车零部件-底盘与发动机系统,17,605255
603090.SH,机械设备-通用设备-其他通用设备,17,603090
301617.SZ,基础化工-化学制品-其他化学制品,33,301617
688697.SH,机械设备-通用设备-机床工具,17,688697
920055.BJ,汽车-汽车零部件-底盘与发动机系统,151,920055
688655.SH,电子-元件-印制电路板,17,688655
002222.SZ,电子-光学光电子-光学元件,33,002222
600103.SH,轻工制造-造纸-造纸Ⅲ,17,600103
603212.SH,电力设备-光伏设备-光伏辅材,17,603212
601231.SH,电子-消费电子-消费电子零部件及组装,17,601231
300845.SZ,计算机-计算机设备-其他计算机设备,33,300845
300184.SZ,电子-其他电子-其他电子Ⅲ,33,300184
920943.BJ,机械设备-通用设备-金属制品,151,920943
600338.SH,有色金属-工业金属-铅锌,17,600338
300489.SZ,电子-光学光电子-光学元件,33,300489
603165.SH,轻工制造-造纸-造纸Ⅲ,17,603165
688005.SH,电力设备-电池-电池化学品,17,688005
920223.BJ,机械设备-通用设备-金属制品,151,920223
000889.SZ,通信-通信服务-通信工程及服务,33,000889
688559.SH,机械设备-自动化设备-激光设备,17,688559
300331.SZ,电子-光学光电子-光学元件,33,300331
603950.SH,汽车-汽车零部件-底盘与发动机系统,17,603950
000030.SZ,汽车-汽车零部件-底盘与发动机系统,33,000030
600590.SH,国防军工-军工电子-军工电子Ⅲ,17,600590
920175.BJ,基础化工-非金属材料-非金属材料Ⅲ,151,920175
300147.SZ,医药生物-中药-中药Ⅲ,33,300147
300539.SZ,基础化工-塑料制品-其他塑料制品,33,300539
603618.SH,电力设备-电网设备-线缆部件及其他,17,603618
300303.SZ,电子-光学光电子-LED,33,300303
300103.SZ,机械设备-专用设备-其他专用设备,33,300103
002192.SZ,有色金属-能源金属-锂,33,002192
002290.SZ,家用电器-白色家电-家电零部件,33,002290
920418.BJ,汽车-汽车零部件-底盘与发动机系统,151,920418
920089.BJ,基础化工-塑料制品-改性塑料,151,920089
300593.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,300593
300757.SZ,机械设备-自动化设备-其他自动化设备,33,300757
688135.SH,电子-半导体-集成电路封测,17,688135
920414.BJ,电力设备-光伏设备-光伏加工设备,151,920414
920267.BJ,电子-消费电子-消费电子零部件及组装,151,920267
688700.SH,机械设备-专用设备-其他专用设备,17,688700
600497.SH,有色金属-工业金属-铅锌,17,600497
688283.SH,通信-通信设备-其他通信设备,17,688283
000301.SZ,石油石化-石油加工贸易-石油加工,33,000301
920892.BJ,建筑装饰-建筑装饰-工程咨询服务,151,920892
688499.SH,电力设备-电池-锂电专用设备,17,688499
920533.BJ,汽车-汽车零部件-车身附件及饰件,151,920533
300740.SZ,美容护理-美容护理-化妆品,33,300740
600207.SH,电力设备-光伏设备-光伏辅材,17,600207
605589.SH,基础化工-塑料制品-合成树脂,17,605589
002062.SZ,建筑装饰-建筑装饰-基础建设,33,002062
920751.BJ,有色金属-金属新材料-其他金属新材料,151,920751
002810.SZ,基础化工-化学制品-其他化学制品,33,002810
001268.SZ,家用电器-白色家电-家电零部件,33,001268
002023.SZ,国防军工-军工装备-航空装备,33,002023
000751.SZ,有色金属-工业金属-铅锌,33,000751
920028.BJ,基础化工-塑料制品-其他塑料制品,151,920028
920086.BJ,汽车-汽车零部件-底盘与发动机系统,151,920086
920896.BJ,汽车-汽车零部件-底盘与发动机系统,151,920896
920207.BJ,计算机-软件开发-垂直应用软件,151,920207
002414.SZ,国防军工-军工电子-军工电子Ⅲ,33,002414
920001.BJ,电子-光学光电子-面板,151,920001
920454.BJ,汽车-汽车零部件-底盘与发动机系统,151,920454
301552.SZ,汽车-汽车零部件-车身附件及饰件,33,301552
920519.BJ,基础化工-化学制品-其他化学制品,151,920519
920580.BJ,建筑材料-建筑材料-耐火材料,151,920580
688379.SH,机械设备-通用设备-金属制品,17,688379
300503.SZ,机械设备-通用设备-其他通用设备,33,300503
600288.SH,计算机-软件开发-横向通用软件,17,600288
002630.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002630
920779.BJ,电力设备-电池-锂电专用设备,151,920779
603005.SH,电子-半导体-集成电路封测,17,603005
688006.SH,电力设备-电池-锂电专用设备,17,688006
000997.SZ,计算机-计算机设备-其他计算机设备,33,000997
920634.BJ,有色金属-工业金属-铅锌,151,920634
300900.SZ,国防军工-军工装备-航空装备,33,300900
000711.SZ,环保-环境治理-综合环境治理,33,000711
605058.SH,电子-元件-印制电路板,17,605058
002124.SZ,农林牧渔-养殖业-生猪养殖,33,002124
920010.BJ,公用事业-燃气-燃气Ⅲ,151,920010
301053.SZ,机械设备-专用设备-纺织服装设备,33,301053
300308.SZ,通信-通信设备-通信网络设备及器件,33,300308
600151.SH,汽车-汽车零部件-底盘与发动机系统,17,600151
002875.SZ,纺织服饰-服装家纺-服装,33,002875
688811.SH,有色金属-金属新材料-其他金属新材料,17,688811
920642.BJ,国防军工-军工装备-航空装备,151,920642
002528.SZ,计算机-计算机设备-安防设备,33,002528
300132.SZ,美容护理-美容护理-化妆品,33,300132
300217.SZ,电力设备-光伏设备-光伏加工设备,33,300217
301077.SZ,基础化工-化学制品-其他化学制品,33,301077
603038.SH,建筑材料-建筑材料-其他建材,17,603038
603322.SH,计算机-IT服务-IT服务Ⅲ,17,603322
301392.SZ,机械设备-专用设备-其他专用设备,33,301392
920068.BJ,有色金属-小金属-其他小金属,151,920068
600360.SH,电子-半导体-分立器件,22,600360
688020.SH,电子-电子化学品-电子化学品Ⅲ,17,688020
920171.BJ,计算机-IT服务-IT服务Ⅲ,151,920171
300337.SZ,有色金属-工业金属-铝,33,300337
301489.SZ,电子-电子化学品-电子化学品Ⅲ,33,301489
600977.SH,传媒-影视院线-影视院线Ⅲ,17,600977
920425.BJ,机械设备-自动化设备-工控设备,151,920425
920037.BJ,电力设备-电网设备-线缆部件及其他,151,920037
300236.SZ,电子-电子化学品-电子化学品Ⅲ,33,300236
300570.SZ,通信-通信设备-通信网络设备及器件,33,300570
688638.SH,电力设备-电池-锂电专用设备,17,688638
688178.SH,环保-环境治理-综合环境治理,17,688178
300096.SZ,计算机-软件开发-垂直应用软件,33,300096
688368.SH,电子-半导体-模拟芯片设计,17,688368
688253.SH,医药生物-医疗器械-体外诊断,17,688253
002669.SZ,基础化工-化学制品-其他化学制品,33,002669
920720.BJ,汽车-汽车零部件-其他汽车零部件,151,920720
301511.SZ,电力设备-电池-锂电池,33,301511
600539.SH,商贸零售-互联网电商-互联网电商Ⅲ,17,600539
002429.SZ,家用电器-黑色家电-彩电,33,002429
920018.BJ,电力设备-电网设备-线缆部件及其他,151,920018
603557.SH,纺织服饰-服装家纺-服装,22,603557
600955.SH,基础化工-化学原料-其他化学原料,17,600955
920593.BJ,机械设备-自动化设备-机器人,151,920593
002436.SZ,电子-元件-印制电路板,33,002436
002951.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002951
603678.SH,国防军工-军工电子-军工电子Ⅲ,17,603678
920753.BJ,社会服务-其他社会服务-专业服务,151,920753
688610.SH,机械设备-通用设备-仪器仪表,17,688610
002824.SZ,有色金属-工业金属-铝,33,002824
920799.BJ,计算机-软件开发-垂直应用软件,151,920799
920895.BJ,机械设备-专用设备-农用机械,151,920895
600696.SH,食品饮料-白酒-白酒Ⅲ,22,600696
603655.SH,汽车-汽车零部件-其他汽车零部件,17,603655
688721.SH,电子-半导体-半导体材料,17,688721
688183.SH,电子-元件-印制电路板,17,688183
300393.SZ,电力设备-光伏设备-光伏电池组件,33,300393
001298.SZ,电子-其他电子-其他电子Ⅲ,33,001298
603016.SH,电力设备-电网设备-输变电设备,17,603016
002559.SZ,机械设备-通用设备-机床工具,33,002559
002916.SZ,电子-元件-印制电路板,33,002916
002564.SZ,机械设备-专用设备-能源及重型设备,33,002564
920665.BJ,基础化工-橡胶制品-其他橡胶制品,151,920665
920183.BJ,电子-消费电子-品牌消费电子,151,920183
920091.BJ,机械设备-专用设备-其他专用设备,151,920091
920427.BJ,建筑装饰-建筑装饰-工程咨询服务,151,920427
600487.SH,通信-通信设备-通信线缆及配套,17,600487
688573.SH,电力设备-电池-锂电专用设备,17,688573
603389.SH,轻工制造-家居用品-成品家居,22,603389
920106.BJ,汽车-汽车零部件-底盘与发动机系统,151,920106
688045.SH,电子-半导体-模拟芯片设计,17,688045
605081.SH,环保-环境治理-水务及水治理,22,605081
001300.SZ,轻工制造-家居用品-文娱用品,33,001300
603776.SH,汽车-汽车服务及其他-其他运输设备,17,603776
920204.BJ,轻工制造-包装印刷-包装,151,920204
300897.SZ,机械设备-通用设备-仪器仪表,33,300897
920833.BJ,机械设备-通用设备-其他通用设备,151,920833
000628.SZ,建筑装饰-建筑装饰-房屋建设,33,000628
300511.SZ,农林牧渔-种植业与林业-其他种植业,33,300511
920491.BJ,机械设备-通用设备-仪器仪表,151,920491
300058.SZ,传媒-文化传媒-广告营销,33,300058
920870.BJ,机械设备-通用设备-机床工具,151,920870
920475.BJ,机械设备-专用设备-其他专用设备,151,920475
603186.SH,电子-元件-印制电路板,17,603186
920662.BJ,机械设备-通用设备-其他通用设备,151,920662
600105.SH,通信-通信设备-通信线缆及配套,17,600105
920237.BJ,电力设备-电池-锂电池,151,920237
002585.SZ,基础化工-塑料制品-膜材料,33,002585
920002.BJ,机械设备-工程机械-工程机械Ⅲ,151,920002
688195.SH,电子-光学光电子-光学元件,17,688195
920152.BJ,有色金属-金属新材料-其他金属新材料,151,920152
920122.BJ,社会服务-其他社会服务-专业服务,151,920122
688052.SH,电子-半导体-模拟芯片设计,17,688052
301395.SZ,基础化工-塑料制品-合成树脂,33,301395
688646.SH,机械设备-自动化设备-激光设备,22,688646
301030.SZ,环保-环保设备-环保设备Ⅲ,33,301030
688401.SH,电子-半导体-半导体材料,17,688401
000595.SZ,公用事业-电力-新能源发电,33,000595
001220.SZ,交通运输-物流-物流Ⅲ,33,001220
688275.SH,电力设备-电池-电池化学品,17,688275
920035.BJ,机械设备-通用设备-仪器仪表,151,920035
300739.SZ,电子-元件-印制电路板,33,300739
920069.BJ,医药生物-医疗器械-医疗耗材,151,920069
002795.SZ,机械设备-通用设备-金属制品,33,002795
002025.SZ,国防军工-军工电子-军工电子Ⅲ,33,002025
920239.BJ,电力设备-电池-其他电池,151,920239
301603.SZ,机械设备-通用设备-机床工具,33,301603
920469.BJ,基础化工-塑料制品-改性塑料,151,920469
920169.BJ,机械设备-通用设备-金属制品,151,920169
603228.SH,电子-元件-印制电路板,17,603228
920547.BJ,医药生物-化学制药-原料药,151,920547
300093.SZ,电力设备-光伏设备-光伏电池组件,33,300093
920855.BJ,机械设备-通用设备-其他通用设备,151,920855
920100.BJ,电力设备-电机-电机Ⅲ,151,920100
920066.BJ,基础化工-塑料制品-改性塑料,151,920066
688079.SH,电子-光学光电子-光学元件,17,688079
300586.SZ,基础化工-塑料制品-改性塑料,33,300586
300283.SZ,电力设备-电网设备-输变电设备,33,300283
688516.SH,电力设备-光伏设备-光伏加工设备,17,688516
300912.SZ,汽车-汽车零部件-其他汽车零部件,33,300912
301366.SZ,电子-元件-印制电路板,33,301366
920523.BJ,电力设备-电池-锂电池,151,920523
920395.BJ,计算机-计算机设备-安防设备,151,920395
920627.BJ,电力设备-电池-其他电池,151,920627
000420.SZ,基础化工-化学纤维-粘胶,33,000420
688686.SH,机械设备-自动化设备-其他自动化设备,17,688686
301421.SZ,电子-光学光电子-光学元件,33,301421
603285.SH,基础化工-化学制品-其他化学制品,17,603285
301528.SZ,机械设备-通用设备-仪器仪表,33,301528
920374.BJ,通信-通信设备-其他通信设备,151,920374
301517.SZ,国防军工-军工电子-军工电子Ⅲ,33,301517
920957.BJ,基础化工-化学制品-其他化学制品,151,920957
300720.SZ,机械设备-通用设备-仪器仪表,33,300720
920856.BJ,机械设备-专用设备-其他专用设备,151,920856
300270.SZ,计算机-计算机设备-安防设备,33,300270
920906.BJ,汽车-汽车零部件-车身附件及饰件,151,920906
920080.BJ,机械设备-专用设备-其他专用设备,151,920080
301256.SZ,基础化工-化学原料-无机盐,33,301256
300450.SZ,电力设备-电池-锂电专用设备,33,300450
920699.BJ,家用电器-白色家电-家电零部件,151,920699
300020.SZ,计算机-IT服务-IT服务Ⅲ,33,300020
920765.BJ,轻工制造-家居用品-成品家居,151,920765
920123.BJ,美容护理-美容护理-化妆品,151,920123
920195.BJ,汽车-汽车零部件-底盘与发动机系统,151,920195
920405.BJ,机械设备-自动化设备-工控设备,151,920405
920363.BJ,机械设备-通用设备-仪器仪表,151,920363
920252.BJ,电力设备-电池-锂电池,151,920252
300188.SZ,计算机-软件开发-横向通用软件,33,300188
920016.BJ,基础化工-化学制品-食品及饲料添加剂,151,920016
600206.SH,电子-半导体-半导体材料,17,600206
920212.BJ,汽车-汽车零部件-汽车电子电气系统,151,920212
601702.SH,有色金属-工业金属-铝,17,601702
000035.SZ,环保-环境治理-固废治理,33,000035
603281.SH,基础化工-化学制品-有机硅,17,603281
920641.BJ,电子-元件-被动元件,151,920641
301538.SZ,基础化工-塑料制品-改性塑料,33,301538
603666.SH,机械设备-自动化设备-机器人,17,603666
920689.BJ,机械设备-通用设备-其他通用设备,151,920689
002837.SZ,机械设备-专用设备-其他专用设备,33,002837
920576.BJ,有色金属-金属新材料-其他金属新材料,151,920576
300569.SZ,电力设备-风电设备-风电零部件,33,300569
301387.SZ,电子-消费电子-消费电子零部件及组装,33,301387
688403.SH,电子-半导体-集成电路封测,17,688403
301041.SZ,电子-元件-印制电路板,33,301041
600531.SH,有色金属-工业金属-铅锌,17,600531
600885.SH,电力设备-电网设备-输变电设备,17,600885
002353.SZ,机械设备-专用设备-能源及重型设备,33,002353
301021.SZ,机械设备-自动化设备-激光设备,33,301021
920030.BJ,汽车-汽车服务及其他-汽车服务,151,920030
688359.SH,电子-电子化学品-电子化学品Ⅲ,17,688359
