股票代码,所属同花顺行业,market_code,code
300332.SZ,公用事业-燃气-燃气Ⅲ,33,300332
300895.SZ,通信-通信服务-通信应用增值服务,33,300895
920010.BJ,公用事业-燃气-燃气Ⅲ,151,920010
688268.SH,电子-电子化学品-电子化学品Ⅲ,17,688268
300317.SZ,公用事业-电力-新能源发电,33,300317
688021.SH,汽车-汽车零部件-其他汽车零部件,17,688021
300483.SZ,石油石化-油气开采及服务-油气开采,33,300483
301396.SZ,计算机-IT服务-IT服务Ⅲ,33,301396
920014.BJ,机械设备-专用设备-其他专用设备,151,920014
300867.SZ,环保-环境治理-固废治理,33,300867
688048.SH,电子-半导体-分立器件,17,688048
301248.SZ,计算机-IT服务-IT服务Ⅲ,33,301248
002310.SZ,公用事业-电力-新能源发电,33,002310
600726.SH,煤炭-煤炭开采加工-煤炭开采,17,600726
601218.SH,电力设备-风电设备-风电零部件,17,601218
601015.SH,煤炭-煤炭开采加工-焦炭加工,17,601015
600186.SH,食品饮料-食品加工制造-调味发酵品,17,600186
600396.SH,公用事业-电力-火电,17,600396
603687.SH,轻工制造-包装印刷-包装,17,603687
603366.SH,家用电器-厨卫电器-厨卫电器Ⅲ,17,603366
000815.SZ,通信-通信服务-通信应用增值服务,33,000815
603130.SH,纺织服饰-纺织制造-其他纺织,17,603130
000020.SZ,电子-光学光电子-面板,33,000020
002902.SZ,通信-通信设备-通信网络设备及器件,33,002902
002432.SZ,医药生物-医疗器械-医疗设备,33,002432
603629.SH,电子-消费电子-消费电子零部件及组装,17,603629
002109.SZ,基础化工-化学原料-其他化学原料,33,002109
600617.SH,公用事业-燃气-燃气Ⅲ,17,600617
605169.SH,公用事业-燃气-燃气Ⅲ,17,605169
605389.SH,机械设备-工程机械-工程机械Ⅲ,17,605389
000539.SZ,公用事业-电力-火电,33,000539
001258.SZ,公用事业-电力-新能源发电,33,001258
000968.SZ,石油石化-油气开采及服务-油气开采,33,000968
600979.SH,公用事业-电力-电能综合服务,17,600979
000617.SZ,非银金融-多元金融-多元金融Ⅲ,33,000617
000601.SZ,公用事业-电力-水电,33,000601
600996.SH,传媒-文化传媒-电视广播,17,600996
600666.SH,电子-电子化学品-电子化学品Ⅲ,17,600666
300212.SZ,计算机-IT服务-IT服务Ⅲ,33,300212
300418.SZ,传媒-游戏-游戏Ⅲ,33,300418
300559.SZ,计算机-软件开发-垂直应用软件,33,300559
300164.SZ,石油石化-油气开采及服务-油服工程,33,300164
688622.SH,机械设备-通用设备-仪器仪表,17,688622
920088.BJ,石油石化-油气开采及服务-油服工程,151,920088
920158.BJ,机械设备-专用设备-能源及重型设备,151,920158
301306.SZ,社会服务-其他社会服务-专业服务,33,301306
600759.SH,石油石化-油气开采及服务-油气开采,17,600759
688159.SH,通信-通信设备-通信终端及配件,17,688159
688610.SH,机械设备-通用设备-仪器仪表,17,688610
600131.SH,计算机-IT服务-IT服务Ⅲ,17,600131
688498.SH,电子-半导体-分立器件,17,688498
603985.SH,电力设备-风电设备-风电零部件,17,603985
300789.SZ,计算机-计算机设备-其他计算机设备,33,300789
300302.SZ,计算机-计算机设备-其他计算机设备,33,300302
688106.SH,电子-电子化学品-电子化学品Ⅲ,17,688106
301180.SZ,电子-消费电子-消费电子零部件及组装,33,301180
920592.BJ,计算机-软件开发-垂直应用软件,151,920592
600821.SH,公用事业-电力-新能源发电,17,600821
603393.SH,石油石化-油气开采及服务-油气开采,17,603393
600815.SH,机械设备-工程机械-工程机械Ⅲ,17,600815
301085.SZ,计算机-IT服务-IT服务Ⅲ,33,301085
688519.SH,电子-元件-印制电路板,17,688519
002082.SZ,医药生物-中药-中药Ⅲ,33,002082
600938.SH,石油石化-油气开采及服务-油气开采,17,600938
603803.SH,通信-通信设备-通信终端及配件,17,603803
002565.SZ,轻工制造-包装印刷-包装,33,002565
688032.SH,电力设备-光伏设备-逆变器,17,688032
002521.SZ,轻工制造-造纸-造纸Ⅲ,33,002521
605050.SH,交通运输-物流-物流Ⅲ,17,605050
002490.SZ,机械设备-专用设备-能源及重型设备,33,002490
300856.SZ,美容护理-美容护理-化妆品,33,300856
002423.SZ,非银金融-多元金融-多元金融Ⅲ,33,002423
000407.SZ,公用事业-燃气-燃气Ⅲ,33,000407
300191.SZ,石油石化-油气开采及服务-油气开采,33,300191
603615.SH,轻工制造-家居用品-其他家居用品,17,603615
300157.SZ,机械设备-通用设备-其他通用设备,33,300157
688766.SH,电子-半导体-数字芯片设计,17,688766
600681.SH,公用事业-燃气-燃气Ⅲ,17,600681
300763.SZ,电力设备-光伏设备-逆变器,33,300763
601857.SH,石油石化-石油加工贸易-石油加工,17,601857
688226.SH,电力设备-电网设备-线缆部件及其他,17,688226
002207.SZ,石油石化-油气开采及服务-油服工程,33,002207
301040.SZ,电力设备-风电设备-风电零部件,33,301040
603843.SH,建筑装饰-建筑装饰-基础建设,22,603843
600777.SH,石油石化-油气开采及服务-油气开采,22,600777
603813.SH,交通运输-物流-物流Ⅲ,22,603813
002580.SZ,电力设备-电池-其他电池,33,002580
603580.SH,基础化工-塑料制品-其他塑料制品,22,603580
600381.SH,食品饮料-食品加工制造-其他食品,22,600381
001400.SZ,机械设备-专用设备-其他专用设备,33,001400
000908.SZ,医药生物-化学制药-化学制剂,33,000908
000004.SZ,计算机-软件开发-横向通用软件,33,000004
600599.SH,轻工制造-家居用品-其他家居用品,22,600599
603507.SH,电力设备-风电设备-风电零部件,17,603507
600256.SH,石油石化-油气开采及服务-油气开采,17,600256
601139.SH,公用事业-燃气-燃气Ⅲ,17,601139
603619.SH,石油石化-油气开采及服务-油气开采,17,603619
000032.SZ,建筑装饰-建筑装饰-专业工程,33,000032
001896.SZ,公用事业-电力-火电,33,001896
002405.SZ,计算机-软件开发-垂直应用软件,33,002405
603660.SH,计算机-计算机设备-其他计算机设备,17,603660
603042.SH,通信-通信设备-通信线缆及配套,17,603042
603189.SH,计算机-软件开发-垂直应用软件,17,603189
688063.SH,电力设备-电池-锂电池,17,688063
605296.SH,农林牧渔-养殖业-生猪养殖,17,605296
000988.SZ,机械设备-自动化设备-激光设备,33,000988
300166.SZ,计算机-IT服务-IT服务Ⅲ,33,300166
600803.SH,公用事业-燃气-燃气Ⅲ,17,600803
600403.SH,煤炭-煤炭开采加工-煤炭开采,17,600403
688390.SH,电力设备-光伏设备-逆变器,17,688390
300389.SZ,电子-光学光电子-LED,33,300389
000576.SZ,国防军工-军工装备-地面兵装,33,000576
603693.SH,公用事业-电力-新能源发电,17,603693
301302.SZ,国防军工-军工电子-军工电子Ⅲ,33,301302
603052.SH,电子-消费电子-消费电子零部件及组装,17,603052
603817.SH,环保-环境治理-水务及水治理,17,603817
600408.SH,煤炭-煤炭开采加工-焦炭加工,17,600408
601088.SH,煤炭-煤炭开采加工-煤炭开采,17,601088
603398.SH,电力设备-光伏设备-硅料硅片,22,603398
688348.SH,电力设备-光伏设备-逆变器,17,688348
301195.SZ,计算机-软件开发-垂直应用软件,33,301195
301658.SZ,电力设备-光伏设备-逆变器,33,301658
601858.SH,传媒-文化传媒-出版,17,601858
301509.SZ,医药生物-医疗服务-医疗研发外包,33,301509
688800.SH,电子-其他电子-其他电子Ⅲ,17,688800
002893.SZ,公用事业-电力-热力,33,002893
003036.SZ,机械设备-专用设备-纺织服装设备,33,003036
002384.SZ,电子-元件-印制电路板,33,002384
