所属同花顺行业,market_code,股票代码,code
环保-环境治理-水务及水治理,33,301203.SZ,301203
建筑材料-建筑材料-水泥,33,000401.SZ,000401
纺织服饰-服装家纺-家纺,33,002397.SZ,002397
电子-消费电子-品牌消费电子,17,688007.SH,688007
通信-通信服务-通信工程及服务,33,301139.SZ,301139
通信-通信服务-通信工程及服务,33,300310.SZ,300310
有色金属-工业金属-铜,33,000630.SZ,000630
机械设备-轨交设备-轨交设备Ⅲ,17,688015.SH,688015
商贸零售-互联网电商-互联网电商Ⅲ,33,002315.SZ,002315
通信-通信设备-通信线缆及配套,33,300913.SZ,300913
食品饮料-饮料制造-其他酒类,17,600543.SH,600543
电力设备-风电设备-风电零部件,17,603218.SH,603218
医药生物-生物制品-其他生物制品,33,300357.SZ,300357
交通运输-物流-物流Ⅲ,17,603569.SH,603569
综合-综合-综合Ⅲ,33,000652.SZ,000652
建筑装饰-建筑装饰-专业工程,33,002542.SZ,002542
医药生物-生物制品-其他生物制品,33,000518.SZ,000518
医药生物-医药商业-医药流通,33,000411.SZ,000411
环保-环保设备-环保设备Ⅲ,17,688335.SH,688335
建筑材料-建筑材料-水泥,33,000877.SZ,000877
建筑材料-建筑材料-其他建材,33,000619.SZ,000619
基础化工-化学制品-食品及饲料添加剂,33,300741.SZ,300741
计算机-计算机设备-安防设备,33,301042.SZ,301042
基础化工-塑料制品-改性塑料,33,301131.SZ,301131
基础化工-化学制品-其他化学制品,17,688269.SH,688269
纺织服饰-纺织制造-棉纺,33,000726.SZ,000726
机械设备-通用设备-金属制品,17,605100.SH,605100
计算机-软件开发-横向通用软件,33,300579.SZ,300579
基础化工-化学制品-涂料油墨,33,300522.SZ,300522
机械设备-通用设备-仪器仪表,17,688610.SH,688610
机械设备-专用设备-能源及重型设备,33,001360.SZ,001360
传媒-文化传媒-广告营销,33,301171.SZ,301171
计算机-IT服务-IT服务Ⅲ,17,688191.SH,688191
食品饮料-饮料制造-啤酒,17,600573.SH,600573
交通运输-物流-物流Ⅲ,17,603066.SH,603066
机械设备-自动化设备-工控设备,151,920885.BJ,920885
煤炭-煤炭开采加工-焦炭加工,17,601015.SH,601015
社会服务-其他社会服务-专业服务,17,600662.SH,600662
汽车-汽车整车-商用载货车,17,600418.SH,600418
医药生物-中药-中药Ⅲ,33,002728.SZ,002728
电力设备-电网设备-电气自控设备,151,920029.BJ,920029
纺织服饰-服装家纺-服装,17,603196.SH,603196
基础化工-化学纤维-涤纶,33,002998.SZ,002998
计算机-软件开发-垂直应用软件,17,688291.SH,688291
机械设备-专用设备-其他专用设备,17,688001.SH,688001
机械设备-专用设备-能源及重型设备,17,601798.SH,601798
通信-通信服务-通信工程及服务,33,300597.SZ,300597
国防军工-军工电子-军工电子Ⅲ,33,301571.SZ,301571
基础化工-塑料制品-其他塑料制品,33,301591.SZ,301591
基础化工-塑料制品-改性塑料,33,300995.SZ,300995
医药生物-化学制药-原料药,33,000953.SZ,000953
机械设备-专用设备-能源及重型设备,17,603173.SH,603173
基础化工-化学原料-其他化学原料,33,001217.SZ,001217
电力设备-风电设备-风电整机,33,002202.SZ,002202
医药生物-化学制药-化学制剂,33,002262.SZ,002262
建筑装饰-建筑装饰-装饰园林,33,300536.SZ,300536
机械设备-轨交设备-轨交设备Ⅲ,17,688459.SH,688459
传媒-文化传媒-广告营销,33,300058.SZ,300058
食品饮料-食品加工制造-休闲食品,33,002719.SZ,002719
国防军工-军工电子-军工电子Ⅲ,33,300177.SZ,300177
通信-通信服务-通信应用增值服务,33,300846.SZ,300846
商贸零售-零售-商业物业经营,33,002818.SZ,002818
医药生物-化学制药-化学制剂,17,688373.SH,688373
国防军工-军工装备-航空装备,33,002933.SZ,002933
传媒-文化传媒-出版,17,601811.SH,601811
计算机-计算机设备-其他计算机设备,33,002990.SZ,002990
电力设备-光伏设备-光伏电池组件,33,002865.SZ,002865
基础化工-农化制品-钾肥,33,002545.SZ,002545
机械设备-专用设备-其他专用设备,33,301468.SZ,301468
通信-通信设备-通信网络设备及器件,33,301577.SZ,301577
轻工制造-家居用品-瓷砖地板,33,000910.SZ,000910
基础化工-橡胶制品-炭黑,33,001207.SZ,001207
电子-光学光电子-面板,33,000045.SZ,000045
环保-环境治理-固废治理,33,301500.SZ,301500
交通运输-物流-物流Ⅲ,17,600704.SH,600704
环保-环境治理-水务及水治理,33,301148.SZ,301148
商贸零售-贸易-贸易Ⅲ,17,600710.SH,600710
汽车-汽车零部件-底盘与发动机系统,33,002715.SZ,002715
交通运输-公路铁路运输-铁路运输,17,601333.SH,601333
医药生物-化学制药-化学制剂,22,600079.SH,600079
建筑装饰-建筑装饰-工程咨询服务,33,300778.SZ,300778
建筑装饰-建筑装饰-工程咨询服务,17,603018.SH,603018
有色金属-工业金属-铜,17,600711.SH,600711
纺织服饰-服装家纺-服装,33,002029.SZ,002029
房地产-房地产-住宅开发,17,600064.SH,600064
纺织服饰-服装家纺-服装,33,002193.SZ,002193
公用事业-燃气-燃气Ⅲ,33,002911.SZ,002911
商贸零售-互联网电商-互联网电商Ⅲ,33,002803.SZ,002803
机械设备-通用设备-其他通用设备,33,001696.SZ,001696
医药生物-生物制品-血液制品,33,002007.SZ,002007
传媒-文化传媒-出版,17,601801.SH,601801
轻工制造-家居用品-其他家居用品,33,300640.SZ,300640
汽车-汽车零部件-车身附件及饰件,33,002420.SZ,002420
建筑材料-建筑材料-管材,33,002641.SZ,002641
农林牧渔-农产品加工-畜禽饲料,33,002100.SZ,002100
医药生物-化学制药-化学制剂,33,300110.SZ,300110
电子-半导体-模拟芯片设计,17,688709.SH,688709
国防军工-军工装备-航空装备,17,688239.SH,688239
银行-银行-国有大型银行,17,601939.SH,601939
通信-通信设备-通信线缆及配套,33,300563.SZ,300563
纺织服饰-服装家纺-饰品,17,600612.SH,600612
有色金属-贵金属-贵金属Ⅲ,17,601899.SH,601899
公用事业-燃气-燃气Ⅲ,33,002259.SZ,002259
电子-电子化学品-电子化学品Ⅲ,33,002643.SZ,002643
医药生物-化学制药-化学制剂,33,300086.SZ,300086
医药生物-医疗服务-医疗研发外包,17,688265.SH,688265
基础化工-化学原料-其他化学原料,33,301069.SZ,301069
电子-元件-印制电路板,33,301176.SZ,301176
机械设备-自动化设备-机器人,17,688090.SH,688090
电子-光学光电子-光学元件,17,688010.SH,688010
建筑装饰-建筑装饰-基础建设,33,002062.SZ,002062
基础化工-化学制品-食品及饲料添加剂,17,600873.SH,600873
计算机-IT服务-IT服务Ⅲ,33,300150.SZ,300150
医药生物-医疗服务-医院,33,301267.SZ,301267
机械设备-专用设备-其他专用设备,33,002757.SZ,002757
电力设备-电网设备-输变电设备,33,301012.SZ,301012
医药生物-医疗服务-其他医疗服务,17,688315.SH,688315
食品饮料-饮料制造-啤酒,33,000929.SZ,000929
医药生物-化学制药-原料药,33,301277.SZ,301277
电子-元件-印制电路板,33,002938.SZ,002938
基础化工-农化制品-农药,33,300261.SZ,300261
计算机-软件开发-横向通用软件,33,003029.SZ,003029
机械设备-专用设备-楼宇设备,33,002774.SZ,002774
传媒-文化传媒-数字媒体,33,300785.SZ,300785
医药生物-生物制品-疫苗,33,300601.SZ,300601
钢铁-钢铁-普钢,17,600019.SH,600019
医药生物-中药-中药Ⅲ,17,600080.SH,600080
机械设备-专用设备-其他专用设备,17,688531.SH,688531
基础化工-塑料制品-膜材料,33,300334.SZ,300334
计算机-IT服务-IT服务Ⅲ,17,600589.SH,600589
纺织服饰-服装家纺-服装,17,603839.SH,603839
机械设备-通用设备-仪器仪表,17,688056.SH,688056
有色金属-小金属-其他小金属,17,600459.SH,600459
基础化工-化学制品-食品及饲料添加剂,17,603968.SH,603968
纺织服饰-服装家纺-服装,17,600400.SH,600400
商贸零售-零售-商业物业经营,33,002305.SZ,002305
轻工制造-造纸-造纸Ⅲ,17,600356.SH,600356
纺织服饰-服装家纺-鞋帽及其他,17,603307.SH,603307
医药生物-生物制品-其他生物制品,17,603087.SH,603087
社会服务-其他社会服务-专业服务,33,301289.SZ,301289
有色金属-工业金属-铜,17,601609.SH,601609
汽车-汽车零部件-汽车电子电气系统,17,603633.SH,603633
食品饮料-饮料制造-乳品,17,600887.SH,600887
农林牧渔-农产品加工-其他农产品加工,33,003030.SZ,003030
医药生物-医疗器械-医疗设备,33,002223.SZ,002223
建筑装饰-建筑装饰-装饰园林,17,600234.SH,600234
钢铁-钢铁-特钢,33,000825.SZ,000825
机械设备-工程机械-工程机械Ⅲ,33,001239.SZ,001239
电子-半导体-半导体设备,33,301297.SZ,301297
基础化工-化学制品-其他化学制品,17,603948.SH,603948
机械设备-通用设备-机床工具,17,603088.SH,603088
机械设备-专用设备-其他专用设备,17,688071.SH,688071
医药生物-医疗器械-医疗耗材,33,002382.SZ,002382
通信-通信设备-其他通信设备,33,300213.SZ,300213
医药生物-医疗服务-医疗研发外包,33,301509.SZ,301509
汽车-汽车零部件-车身附件及饰件,33,001319.SZ,001319
机械设备-通用设备-金属制品,17,600114.SH,600114
电子-其他电子-其他电子Ⅲ,33,001298.SZ,001298
建筑装饰-建筑装饰-基础建设,33,002941.SZ,002941
电力设备-其他电源设备-其他电源设备Ⅲ,151,920110.BJ,920110
基础化工-化学纤维-其他纤维,33,300876.SZ,300876
机械设备-工程机械-工程机械Ⅲ,17,603280.SH,603280
机械设备-通用设备-仪器仪表,33,300306.SZ,300306
机械设备-通用设备-金属制品,17,600558.SH,600558
银行-银行-农商行,17,601825.SH,601825
机械设备-专用设备-其他专用设备,33,300971.SZ,300971
机械设备-通用设备-金属制品,33,001379.SZ,001379
机械设备-专用设备-其他专用设备,17,688113.SH,688113
轻工制造-家居用品-其他家居用品,33,002790.SZ,002790
环保-环境治理-综合环境治理,33,300958.SZ,300958
银行-银行-城商行,17,601009.SH,601009
机械设备-专用设备-能源及重型设备,17,601399.SH,601399
机械设备-通用设备-金属制品,151,920223.BJ,920223
家用电器-小家电-小家电Ⅲ,33,002032.SZ,002032
医药生物-医药商业-药店,17,603883.SH,603883
机械设备-自动化设备-工控设备,17,688395.SH,688395
纺织服饰-服装家纺-鞋帽及其他,17,603116.SH,603116
计算机-IT服务-IT服务Ⅲ,17,600718.SH,600718
电子-电子化学品-电子化学品Ⅲ,17,688545.SH,688545
纺织服饰-服装家纺-服装,33,002404.SZ,002404
电子-光学光电子-面板,17,603703.SH,603703
商贸零售-互联网电商-互联网电商Ⅲ,33,301001.SZ,301001
机械设备-通用设备-仪器仪表,33,300371.SZ,300371
医药生物-中药-中药Ⅲ,33,301331.SZ,301331
基础化工-农化制品-复合肥,33,000902.SZ,000902
纺织服饰-服装家纺-饰品,17,605599.SH,605599
汽车-汽车零部件-汽车电子电气系统,33,300928.SZ,300928
医药生物-化学制药-化学制剂,17,688505.SH,688505
机械设备-通用设备-金属制品,17,603270.SH,603270
医药生物-医疗服务-医疗研发外包,33,300149.SZ,300149
计算机-IT服务-IT服务Ⅲ,17,600850.SH,600850
机械设备-自动化设备-工控设备,33,002184.SZ,002184
食品饮料-饮料制造-软饮料,17,605198.SH,605198
基础化工-塑料制品-改性塑料,33,300644.SZ,300644
基础化工-化学纤维-其他纤维,33,300905.SZ,300905
国防军工-军工装备-航海装备,33,300810.SZ,300810
建筑装饰-建筑装饰-房屋建设,17,600248.SH,600248
医药生物-化学制药-化学制剂,17,600062.SH,600062
计算机-软件开发-垂直应用软件,33,002261.SZ,002261
基础化工-非金属材料-非金属材料Ⅲ,33,001296.SZ,001296
医药生物-医药商业-医药流通,17,603108.SH,603108
医药生物-医疗器械-医疗耗材,33,300003.SZ,300003
商贸零售-贸易-贸易Ⅲ,17,600287.SH,600287
建筑材料-建筑材料-耐火材料,33,002392.SZ,002392
建筑材料-建筑材料-水泥,17,600326.SH,600326
石油石化-石油加工贸易-石油加工,33,002476.SZ,002476
医药生物-生物制品-其他生物制品,151,920047.BJ,920047
环保-环境治理-水务及水治理,17,603797.SH,603797
机械设备-专用设备-纺织服装设备,17,600843.SH,600843
基础化工-化学制品-民爆用品,17,603227.SH,603227
钢铁-钢铁-普钢,33,000709.SZ,000709
计算机-软件开发-垂直应用软件,33,300556.SZ,300556
轻工制造-家居用品-其他家居用品,17,603408.SH,603408
交通运输-物流-物流Ⅲ,17,603836.SH,603836
食品饮料-饮料制造-啤酒,33,000752.SZ,000752
国防军工-军工装备-航空装备,17,600862.SH,600862
传媒-文化传媒-出版,33,000719.SZ,000719
基础化工-农化制品-磷肥及磷化工,33,002312.SZ,002312
汽车-汽车服务及其他-其他运输设备,17,600679.SH,600679
机械设备-专用设备-能源及重型设备,33,300865.SZ,300865
建筑装饰-建筑装饰-装饰园林,33,002163.SZ,002163
农林牧渔-养殖业-肉鸡养殖,33,002299.SZ,002299
建筑材料-建筑材料-水泥,33,003037.SZ,003037
银行-银行-股份制银行,17,600015.SH,600015
电子-半导体-模拟芯片设计,17,688141.SH,688141
基础化工-农化制品-复合肥,17,603395.SH,603395
机械设备-通用设备-金属制品,33,002871.SZ,002871
轻工制造-家居用品-成品家居,17,603818.SH,603818
计算机-软件开发-垂直应用软件,33,300253.SZ,300253
医药生物-医疗服务-医院,33,300015.SZ,300015
农林牧渔-养殖业-生猪养殖,33,002124.SZ,002124
传媒-文化传媒-出版,17,601098.SH,601098
社会服务-其他社会服务-体育,17,600158.SH,600158
轻工制造-包装印刷-包装,33,002014.SZ,002014
商贸零售-贸易-贸易Ⅲ,17,600128.SH,600128
有色金属-工业金属-铅锌,33,000603.SZ,000603
交通运输-物流-物流Ⅲ,17,603535.SH,603535
机械设备-专用设备-能源及重型设备,17,600980.SH,600980
基础化工-农化制品-农药,151,920819.BJ,920819
建筑装饰-建筑装饰-基础建设,17,603815.SH,603815
通信-通信设备-其他通信设备,33,300353.SZ,300353
非银金融-证券-证券Ⅲ,17,601990.SH,601990
传媒-文化传媒-广告营销,17,600556.SH,600556
计算机-软件开发-垂直应用软件,17,600880.SH,600880
机械设备-通用设备-其他通用设备,33,300193.SZ,300193
电力设备-其他电源设备-其他电源设备Ⅲ,33,301157.SZ,301157
计算机-计算机设备-其他计算机设备,33,300479.SZ,300479
环保-环境治理-水务及水治理,33,002778.SZ,002778
轻工制造-包装印刷-包装,33,301355.SZ,301355
通信-通信设备-其他通信设备,17,688418.SH,688418
食品饮料-食品加工制造-其他食品,33,300146.SZ,300146
基础化工-塑料制品-改性塑料,33,300538.SZ,300538
环保-环境治理-固废治理,33,002672.SZ,002672
通信-通信服务-通信应用增值服务,33,002467.SZ,002467
医药生物-医疗器械-体外诊断,17,688468.SH,688468
建筑装饰-建筑装饰-工程咨询服务,33,002811.SZ,002811
机械设备-通用设备-其他通用设备,33,301107.SZ,301107
环保-环境治理-水务及水治理,33,300425.SZ,300425
汽车-汽车零部件-其他汽车零部件,17,603768.SH,603768
建筑装饰-建筑装饰-装饰园林,17,603030.SH,603030
建筑装饰-建筑装饰-房屋建设,17,601668.SH,601668
传媒-文化传媒-广告营销,33,002400.SZ,002400
食品饮料-食品加工制造-调味发酵品,17,603317.SH,603317
纺织服饰-服装家纺-服装,33,002832.SZ,002832
环保-环境治理-综合环境治理,33,300152.SZ,300152
轻工制造-造纸-造纸Ⅲ,33,002235.SZ,002235
国防军工-军工装备-航海装备,33,300600.SZ,300600
医药生物-化学制药-原料药,33,000756.SZ,000756
轻工制造-家居用品-瓷砖地板,33,003012.SZ,003012
计算机-IT服务-IT服务Ⅲ,17,688568.SH,688568
基础化工-农化制品-农药,151,920866.BJ,920866
家用电器-小家电-小家电Ⅲ,33,002614.SZ,002614
计算机-IT服务-IT服务Ⅲ,151,920092.BJ,920092
医药生物-医疗服务-医疗研发外包,33,002821.SZ,002821
有色金属-金属新材料-其他金属新材料,33,300930.SZ,300930
通信-通信服务-通信工程及服务,33,300560.SZ,300560
基础化工-塑料制品-改性塑料,33,301003.SZ,301003
环保-环境治理-水务及水治理,17,688466.SH,688466
基础化工-化学制品-涂料油墨,17,688571.SH,688571
医药生物-医疗器械-体外诊断,33,002932.SZ,002932
医药生物-化学制药-化学制剂,33,002393.SZ,002393
食品饮料-饮料制造-乳品,17,600597.SH,600597
基础化工-化学制品-其他化学制品,33,002669.SZ,002669
农林牧渔-养殖业-动物保健,33,002141.SZ,002141
食品饮料-食品加工制造-休闲食品,17,603866.SH,603866
电力设备-其他电源设备-其他电源设备Ⅲ,33,300713.SZ,300713
农林牧渔-种植业与林业-农业综合,33,002556.SZ,002556
医药生物-医疗器械-医疗耗材,33,301097.SZ,301097
传媒-文化传媒-出版,17,601949.SH,601949
食品饮料-白酒-白酒Ⅲ,33,000858.SZ,000858
医药生物-化学制药-化学制剂,151,920735.BJ,920735
基础化工-化学制品-聚氨酯,17,600309.SH,600309
石油石化-石油加工贸易-石油加工,33,002221.SZ,002221
房地产-房地产-住宅开发,17,600266.SH,600266
电力设备-电网设备-输变电设备,33,300283.SZ,300283
电子-半导体-集成电路封测,17,600584.SH,600584
有色金属-金属新材料-其他金属新材料,17,688456.SH,688456
基础化工-化学制品-食品及饲料添加剂,33,002597.SZ,002597
医药生物-化学制药-化学制剂,33,000931.SZ,000931
食品饮料-饮料制造-其他酒类,33,000869.SZ,000869
房地产-房地产-产业地产,17,600648.SH,600648
电子-其他电子-其他电子Ⅲ,17,688093.SH,688093
医药生物-化学制药-化学制剂,17,688189.SH,688189
传媒-文化传媒-出版,17,601900.SH,601900
食品饮料-白酒-白酒Ⅲ,33,000596.SZ,000596
基础化工-塑料制品-改性塑料,33,300478.SZ,300478
基础化工-塑料制品-膜材料,33,000859.SZ,000859
基础化工-化学制品-纺织化学用品,17,603980.SH,603980
机械设备-通用设备-金属制品,33,301151.SZ,301151
机械设备-通用设备-金属制品,33,301368.SZ,301368
纺织服饰-纺织制造-辅料,33,002098.SZ,002098
电子-消费电子-消费电子零部件及组装,33,300916.SZ,300916
计算机-软件开发-横向通用软件,17,600288.SH,600288
机械设备-专用设备-纺织服装设备,33,002722.SZ,002722
纺织服饰-服装家纺-饰品,17,600439.SH,600439
钢铁-钢铁-普钢,33,000932.SZ,000932
非银金融-证券-证券Ⅲ,33,002670.SZ,002670
家用电器-小家电-小家电Ⅲ,33,301332.SZ,301332
建筑材料-建筑材料-管材,17,603856.SH,603856
通信-通信设备-通信网络设备及器件,33,301205.SZ,301205
传媒-文化传媒-广告营销,17,603602.SH,603602
传媒-文化传媒-出版,33,301025.SZ,301025
电子-半导体-半导体材料,17,688401.SH,688401
机械设备-专用设备-能源及重型设备,17,600560.SH,600560
基础化工-化学原料-无机盐,33,301256.SZ,301256
轻工制造-包装印刷-包装,33,003003.SZ,003003
机械设备-通用设备-仪器仪表,33,301303.SZ,301303
电子-消费电子-品牌消费电子,33,002888.SZ,002888
社会服务-旅游及酒店-酒店,33,000428.SZ,000428
国防军工-军工装备-航空装备,33,300719.SZ,300719
基础化工-农化制品-农药,33,301035.SZ,301035
交通运输-公路铁路运输-铁路运输,17,601006.SH,601006
有色金属-工业金属-铜,17,601168.SH,601168
计算机-软件开发-垂直应用软件,33,000503.SZ,000503
建筑装饰-建筑装饰-基础建设,33,300712.SZ,300712
汽车-汽车零部件-底盘与发动机系统,33,301233.SZ,301233
电子-半导体-模拟芯片设计,17,688391.SH,688391
机械设备-通用设备-制冷空调设备,33,301070.SZ,301070
非银金融-证券-证券Ⅲ,33,000686.SZ,000686
食品饮料-白酒-白酒Ⅲ,33,002646.SZ,002646
农林牧渔-农产品加工-畜禽饲料,33,002567.SZ,002567
通信-通信服务-通信工程及服务,22,603559.SH,603559
医药生物-化学制药-化学制剂,17,688247.SH,688247
机械设备-通用设备-其他通用设备,17,603331.SH,603331
社会服务-旅游及酒店-酒店,17,601007.SH,601007
计算机-IT服务-IT服务Ⅲ,33,300609.SZ,300609
基础化工-塑料制品-膜材料,33,002263.SZ,002263
通信-通信设备-通信网络设备及器件,17,603421.SH,603421
轻工制造-家居用品-其他家居用品,33,001211.SZ,001211
电子-电子化学品-电子化学品Ⅲ,17,688020.SH,688020
