股票代码,所属同花顺行业,market_code,code
920178.BJ,机械设备-自动化设备-其他自动化设备,151,920178
301139.SZ,通信-通信服务-通信工程及服务,33,301139
301020.SZ,汽车-汽车零部件-底盘与发动机系统,33,301020
688449.SH,电子-半导体-数字芯片设计,17,688449
301092.SZ,基础化工-塑料制品-合成树脂,33,301092
301013.SZ,机械设备-专用设备-其他专用设备,33,301013
688323.SH,基础化工-塑料制品-膜材料,17,688323
300069.SZ,电力设备-电网设备-线缆部件及其他,33,300069
301322.SZ,汽车-汽车服务及其他-其他运输设备,33,301322
688584.SH,电子-半导体-半导体材料,17,688584
688347.SH,电子-半导体-集成电路制造,17,688347
688361.SH,电子-半导体-半导体设备,17,688361
920179.BJ,电子-半导体-半导体材料,151,920179
688133.SH,基础化工-化学制品-其他化学制品,17,688133
300715.SZ,建筑材料-建筑材料-其他建材,33,300715
001393.SZ,电力设备-电网设备-输变电设备,33,001393
920096.BJ,机械设备-自动化设备-其他自动化设备,151,920096
300174.SZ,基础化工-化学制品-其他化学制品,33,300174
688072.SH,电子-半导体-半导体设备,17,688072
301319.SZ,电子-电子化学品-电子化学品Ⅲ,33,301319
920699.BJ,家用电器-白色家电-家电零部件,151,920699
301599.SZ,电力设备-电池-锂电专用设备,33,301599
301018.SZ,机械设备-通用设备-制冷空调设备,33,301018
920028.BJ,基础化工-塑料制品-其他塑料制品,151,920028
688206.SH,计算机-软件开发-垂直应用软件,17,688206
300990.SZ,机械设备-通用设备-制冷空调设备,33,300990
688981.SH,电子-半导体-集成电路制造,17,688981
688808.SH,机械设备-通用设备-仪器仪表,17,688808
688312.SH,机械设备-自动化设备-其他自动化设备,17,688312
688146.SH,电子-电子化学品-电子化学品Ⅲ,17,688146
920374.BJ,通信-通信设备-其他通信设备,151,920374
688371.SH,电子-电子化学品-电子化学品Ⅲ,17,688371
300853.SZ,机械设备-自动化设备-机器人,33,300853
920015.BJ,基础化工-化学制品-有机硅,151,920015
688390.SH,电力设备-光伏设备-逆变器,17,688390
688627.SH,机械设备-专用设备-其他专用设备,17,688627
688052.SH,电子-半导体-模拟芯片设计,17,688052
688809.SH,电子-半导体-半导体设备,17,688809
300333.SZ,计算机-计算机设备-其他计算机设备,33,300333
301373.SZ,基础化工-化学制品-其他化学制品,33,301373
688585.SH,基础化工-塑料制品-合成树脂,17,688585
688172.SH,电子-半导体-分立器件,17,688172
688200.SH,电子-半导体-半导体设备,17,688200
300672.SZ,电子-半导体-数字芯片设计,33,300672
000926.SZ,房地产-房地产-住宅开发,33,000926
000809.SZ,电力设备-风电设备-风电零部件,33,000809
002072.SZ,商贸零售-贸易-贸易Ⅲ,33,002072
000716.SZ,食品饮料-食品加工制造-休闲食品,33,000716
002421.SZ,计算机-IT服务-IT服务Ⅲ,33,002421
000417.SZ,商贸零售-零售-百货零售,33,000417
000859.SZ,基础化工-塑料制品-膜材料,33,000859
600530.SH,食品饮料-食品加工制造-其他食品,17,600530
603919.SH,食品饮料-白酒-白酒Ⅲ,17,603919
002169.SZ,电力设备-电网设备-电气自控设备,33,002169
001269.SZ,电力设备-光伏设备-光伏辅材,33,001269
603324.SH,环保-环保设备-环保设备Ⅲ,17,603324
000890.SZ,环保-环保设备-环保设备Ⅲ,33,000890
002442.SZ,基础化工-橡胶制品-炭黑,33,002442
002158.SZ,机械设备-通用设备-制冷空调设备,33,002158
603005.SH,电子-半导体-集成电路封测,17,603005
002272.SZ,机械设备-通用设备-其他通用设备,33,002272
002645.SZ,环保-环境治理-综合环境治理,33,002645
601133.SH,建筑装饰-建筑装饰-专业工程,17,601133
603090.SH,机械设备-通用设备-其他通用设备,17,603090
002126.SZ,汽车-汽车零部件-底盘与发动机系统,33,002126
603663.SH,基础化工-非金属材料-非金属材料Ⅲ,17,603663
603687.SH,轻工制造-包装印刷-包装,17,603687
603938.SH,基础化工-化学原料-其他化学原料,17,603938
600895.SH,房地产-房地产-产业地产,17,600895
002782.SZ,电子-其他电子-其他电子Ⅲ,33,002782
002407.SZ,基础化工-化学制品-氟化工,33,002407
603986.SH,电子-半导体-数字芯片设计,17,603986
600563.SH,电子-元件-被动元件,17,600563
605288.SH,机械设备-自动化设备-工控设备,17,605288
000518.SZ,医药生物-生物制品-其他生物制品,33,000518
003036.SZ,机械设备-专用设备-纺织服装设备,33,003036
600611.SH,交通运输-公路铁路运输-公交,17,600611
603061.SH,电子-半导体-半导体设备,17,603061
000880.SZ,机械设备-通用设备-其他通用设备,33,000880
603779.SH,食品饮料-饮料制造-其他酒类,17,603779
001313.SZ,农林牧渔-农产品加工-水产饲料,33,001313
001259.SZ,家用电器-小家电-小家电Ⅲ,33,001259
002796.SZ,通信-通信设备-通信网络设备及器件,33,002796
603375.SH,电子-半导体-模拟芯片设计,17,603375
603618.SH,电力设备-电网设备-线缆部件及其他,17,603618
603186.SH,电子-元件-印制电路板,17,603186
603790.SH,基础化工-化学制品-纺织化学用品,17,603790
003004.SZ,计算机-计算机设备-安防设备,33,003004
002787.SZ,轻工制造-包装印刷-包装,33,002787
603353.SH,石油石化-石油加工贸易-油品石化贸易,17,603353
001266.SZ,机械设备-自动化设备-工控设备,33,001266
603316.SH,电子-半导体-数字芯片设计,17,603316
000695.SZ,电力设备-电池-电池化学品,33,000695
600962.SH,食品饮料-饮料制造-软饮料,17,600962
002654.SZ,电子-光学光电子-LED,33,002654
600604.SH,房地产-房地产-产业地产,17,600604
600615.SH,机械设备-专用设备-农用机械,17,600615
300606.SZ,机械设备-通用设备-磨具磨料,33,300606
603773.SH,电子-光学光电子-面板,17,603773
300669.SZ,机械设备-专用设备-楼宇设备,33,300669
301172.SZ,计算机-IT服务-IT服务Ⅲ,33,301172
688785.SH,电子-半导体-半导体设备,17,688785
688531.SH,机械设备-专用设备-其他专用设备,17,688531
688571.SH,基础化工-化学制品-涂料油墨,17,688571
300286.SZ,电力设备-电网设备-电气自控设备,33,300286
300687.SZ,计算机-IT服务-IT服务Ⅲ,33,300687
301511.SZ,电力设备-电池-锂电池,33,301511
003011.SZ,轻工制造-家居用品-瓷砖地板,33,003011
300737.SZ,建筑材料-建筑材料-其他建材,33,300737
001301.SZ,电力设备-电池-电池化学品,33,001301
300316.SZ,电力设备-光伏设备-光伏加工设备,33,300316
688796.SH,医药生物-医疗服务-医疗研发外包,17,688796
600584.SH,电子-半导体-集成电路封测,17,600584
300568.SZ,电力设备-电池-电池化学品,33,300568
300873.SZ,交通运输-物流-物流Ⅲ,33,300873
688502.SH,电子-光学光电子-光学元件,17,688502
688368.SH,电子-半导体-模拟芯片设计,17,688368
301269.SZ,计算机-软件开发-垂直应用软件,33,301269
688147.SH,电子-半导体-半导体设备,17,688147
603916.SH,基础化工-化学制品-其他化学制品,17,603916
301246.SZ,医药生物-化学制药-原料药,33,301246
301387.SZ,电子-消费电子-消费电子零部件及组装,33,301387
300518.SZ,商贸零售-互联网电商-互联网电商Ⅲ,33,300518
301182.SZ,电子-消费电子-消费电子零部件及组装,33,301182
688143.SH,通信-通信设备-通信线缆及配套,17,688143
300955.SZ,美容护理-美容护理-化妆品,33,300955
688190.SH,有色金属-金属新材料-其他金属新材料,17,688190
920526.BJ,电子-半导体-半导体材料,151,920526
000688.SZ,有色金属-小金属-钼,33,000688
688220.SH,电子-半导体-模拟芯片设计,17,688220
688057.SH,环保-环境治理-水务及水治理,17,688057
603439.SH,医药生物-中药-中药Ⅲ,17,603439
688679.SH,环保-环境治理-固废治理,17,688679
688720.SH,电子-半导体-半导体材料,17,688720
300604.SZ,电子-半导体-半导体设备,33,300604
601208.SH,基础化工-塑料制品-膜材料,17,601208
605117.SH,电力设备-光伏设备-逆变器,17,605117
688485.SH,环保-环境治理-综合环境治理,17,688485
688811.SH,有色金属-金属新材料-其他金属新材料,17,688811
300363.SZ,医药生物-医疗服务-医疗研发外包,33,300363
