股票代码,所属同花顺行业,market_code,code
603260.SH,基础化工-化学制品-有机硅,17,603260
688573.SH,电力设备-电池-锂电专用设备,17,688573
002102.SZ,医药生物-化学制药-原料药,33,002102
301068.SZ,环保-环境治理-固废治理,33,301068
002130.SZ,电子-其他电子-其他电子Ⅲ,33,002130
601616.SH,电力设备-电网设备-输变电设备,17,601616
605162.SH,公用事业-电力-热力,17,605162
920924.BJ,通信-通信服务-通信工程及服务,151,920924
600876.SH,电力设备-光伏设备-光伏辅材,17,600876
603989.SH,电子-元件-被动元件,17,603989
688617.SH,医药生物-医疗器械-医疗耗材,17,688617
600288.SH,计算机-软件开发-横向通用软件,17,600288
601881.SH,非银金融-证券-证券Ⅲ,17,601881
300409.SZ,电力设备-电池-电池化学品,33,300409
600248.SH,建筑装饰-建筑装饰-房屋建设,17,600248
688310.SH,机械设备-自动化设备-其他自动化设备,17,688310
300803.SZ,计算机-软件开发-垂直应用软件,33,300803
601500.SH,汽车-汽车零部件-轮胎轮毂,17,601500
300266.SZ,环保-环境治理-综合环境治理,33,300266
002712.SZ,传媒-文化传媒-广告营销,33,002712
002557.SZ,食品饮料-食品加工制造-休闲食品,33,002557
600006.SH,汽车-汽车整车-商用载货车,17,600006
000513.SZ,医药生物-化学制药-化学制剂,33,000513
600507.SH,钢铁-钢铁-特钢,17,600507
920247.BJ,汽车-汽车零部件-其他汽车零部件,151,920247
000959.SZ,钢铁-钢铁-普钢,33,000959
002785.SZ,建筑材料-建筑材料-其他建材,33,002785
002988.SZ,有色金属-工业金属-铝,33,002988
600926.SH,银行-银行-城商行,17,600926
603105.SH,公用事业-电力-新能源发电,17,603105
688027.SH,通信-通信设备-通信终端及配件,17,688027
300454.SZ,计算机-软件开发-横向通用软件,33,300454
600177.SH,纺织服饰-服装家纺-服装,17,600177
600123.SH,煤炭-煤炭开采加工-煤炭开采,17,600123
688621.SH,医药生物-医疗服务-医疗研发外包,17,688621
001233.SZ,汽车-汽车零部件-轮胎轮毂,33,001233
688772.SH,电力设备-电池-锂电池,17,688772
601088.SH,煤炭-煤炭开采加工-煤炭开采,17,601088
603515.SH,电子-光学光电子-LED,17,603515
300218.SZ,基础化工-塑料制品-其他塑料制品,33,300218
000876.SZ,农林牧渔-农产品加工-畜禽饲料,33,000876
002154.SZ,纺织服饰-服装家纺-服装,33,002154
600563.SH,电子-元件-被动元件,17,600563
688188.SH,机械设备-自动化设备-工控设备,17,688188
600644.SH,公用事业-电力-电能综合服务,17,600644
300932.SZ,电力设备-电网设备-输变电设备,33,300932
301155.SZ,电力设备-风电设备-风电零部件,33,301155
600539.SH,商贸零售-互联网电商-互联网电商Ⅲ,17,600539
300909.SZ,电子-光学光电子-面板,33,300909
301316.SZ,计算机-IT服务-IT服务Ⅲ,33,301316
300648.SZ,电力设备-电池-锂电专用设备,33,300648
603112.SH,家用电器-白色家电-家电零部件,17,603112
600320.SH,机械设备-专用设备-能源及重型设备,17,600320
002748.SZ,基础化工-化学原料-氯碱,33,002748
002354.SZ,传媒-文化传媒-广告营销,33,002354
300092.SZ,机械设备-专用设备-能源及重型设备,33,300092
600096.SH,基础化工-农化制品-磷肥及磷化工,17,600096
300091.SZ,机械设备-通用设备-其他通用设备,33,300091
601579.SH,食品饮料-饮料制造-其他酒类,17,601579
920870.BJ,机械设备-通用设备-机床工具,151,920870
601900.SH,传媒-文化传媒-出版,17,601900
600028.SH,石油石化-石油加工贸易-石油加工,17,600028
601038.SH,机械设备-专用设备-农用机械,17,601038
600874.SH,环保-环境治理-水务及水治理,17,600874
000725.SZ,电子-光学光电子-面板,33,000725
603607.SH,轻工制造-包装印刷-包装,17,603607
600686.SH,汽车-汽车整车-商用载客车,17,600686
603171.SH,计算机-IT服务-IT服务Ⅲ,17,603171
300005.SZ,纺织服饰-服装家纺-服装,33,300005
601789.SH,建筑装饰-建筑装饰-房屋建设,17,601789
300228.SZ,机械设备-通用设备-金属制品,33,300228
603185.SH,电力设备-光伏设备-硅料硅片,17,603185
000661.SZ,医药生物-生物制品-其他生物制品,33,000661
600520.SH,机械设备-专用设备-其他专用设备,17,600520
002916.SZ,电子-元件-印制电路板,33,002916
002090.SZ,电力设备-电网设备-电气自控设备,33,002090
003002.SZ,基础化工-化学制品-民爆用品,33,003002
000049.SZ,电力设备-电池-锂电池,33,000049
603217.SH,基础化工-化学制品-其他化学制品,17,603217
601002.SH,机械设备-通用设备-金属制品,17,601002
605258.SH,电子-元件-印制电路板,17,605258
002339.SZ,电力设备-电网设备-电气自控设备,33,002339
600289.SH,通信-通信服务-通信工程及服务,22,600289
603948.SH,基础化工-化学制品-其他化学制品,17,603948
002922.SZ,电子-其他电子-其他电子Ⅲ,33,002922
603163.SH,建筑装饰-建筑装饰-专业工程,17,603163
000776.SZ,非银金融-证券-证券Ⅲ,33,000776
300242.SZ,传媒-文化传媒-广告营销,33,300242
300043.SZ,传媒-游戏-游戏Ⅲ,33,300043
603726.SH,家用电器-白色家电-家电零部件,17,603726
603039.SH,计算机-软件开发-横向通用软件,17,603039
301092.SZ,基础化工-塑料制品-合成树脂,33,301092
002559.SZ,机械设备-通用设备-机床工具,33,002559
688508.SH,电子-半导体-模拟芯片设计,17,688508
300650.SZ,电子-其他电子-其他电子Ⅲ,33,300650
601330.SH,环保-环境治理-固废治理,17,601330
301333.SZ,医药生物-医疗服务-医疗研发外包,33,301333
002120.SZ,交通运输-物流-物流Ⅲ,33,002120
002585.SZ,基础化工-塑料制品-膜材料,33,002585
600763.SH,医药生物-医疗服务-医院,17,600763
600323.SH,环保-环境治理-固废治理,17,600323
300285.SZ,电子-电子化学品-电子化学品Ⅲ,33,300285
920190.BJ,计算机-计算机设备-其他计算机设备,151,920190
601766.SH,机械设备-轨交设备-轨交设备Ⅲ,17,601766
688098.SH,农林牧渔-养殖业-动物保健,17,688098
300773.SZ,非银金融-多元金融-多元金融Ⅲ,33,300773
600111.SH,有色金属-小金属-稀土,17,600111
300692.SZ,环保-环境治理-水务及水治理,33,300692
600666.SH,计算机-IT服务-IT服务Ⅲ,17,600666
300382.SZ,机械设备-专用设备-其他专用设备,33,300382
603088.SH,机械设备-通用设备-机床工具,17,603088
002749.SZ,基础化工-农化制品-农药,33,002749
002015.SZ,公用事业-电力-新能源发电,33,002015
600955.SH,基础化工-化学原料-其他化学原料,17,600955
600774.SH,医药生物-化学制药-化学制剂,17,600774
688183.SH,电子-元件-印制电路板,17,688183
600030.SH,非银金融-证券-证券Ⅲ,17,600030
600486.SH,基础化工-农化制品-农药,17,600486
003006.SZ,美容护理-美容护理-个护用品,33,003006
002760.SZ,机械设备-通用设备-磨具磨料,33,002760
300192.SZ,社会服务-教育-教育Ⅲ,33,300192
002236.SZ,计算机-计算机设备-安防设备,33,002236
300827.SZ,电力设备-光伏设备-逆变器,33,300827
601225.SH,煤炭-煤炭开采加工-煤炭开采,17,601225
601096.SH,电力设备-电网设备-线缆部件及其他,17,601096
688819.SH,电力设备-电池-其他电池,17,688819
603005.SH,电子-半导体-集成电路封测,17,603005
000408.SZ,基础化工-农化制品-钾肥,33,000408
600873.SH,基础化工-化学制品-食品及饲料添加剂,17,600873
688627.SH,机械设备-专用设备-其他专用设备,17,688627
600478.SH,电力设备-电池-锂电池,17,600478
002441.SZ,电力设备-电网设备-输变电设备,33,002441
001258.SZ,公用事业-电力-新能源发电,33,001258
600624.SH,医药生物-化学制药-化学制剂,22,600624
001280.SZ,有色金属-小金属-其他小金属,33,001280
688111.SH,计算机-软件开发-横向通用软件,17,688111
600010.SH,钢铁-钢铁-普钢,17,600010
300487.SZ,基础化工-塑料制品-合成树脂,33,300487
600975.SH,农林牧渔-养殖业-生猪养殖,17,600975
002119.SZ,电子-半导体-半导体材料,33,002119
002533.SZ,电力设备-电网设备-线缆部件及其他,33,002533
603229.SH,医药生物-化学制药-原料药,17,603229
603306.SH,汽车-汽车零部件-车身附件及饰件,17,603306
603501.SH,电子-半导体-数字芯片设计,17,603501
300328.SZ,有色金属-小金属-其他小金属,33,300328
603325.SH,机械设备-专用设备-能源及重型设备,17,603325
300033.SZ,计算机-软件开发-垂直应用软件,33,300033
300491.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,300491
300813.SZ,机械设备-专用设备-其他专用设备,33,300813
301500.SZ,环保-环境治理-固废治理,33,301500
688318.SH,计算机-软件开发-垂直应用软件,17,688318
601156.SH,交通运输-物流-物流Ⅲ,17,601156
002292.SZ,传媒-影视院线-影视院线Ⅲ,33,002292
001289.SZ,公用事业-电力-新能源发电,33,001289
688620.SH,电子-半导体-数字芯片设计,17,688620
688689.SH,电子-半导体-分立器件,17,688689
601601.SH,非银金融-保险-保险Ⅲ,17,601601
002584.SZ,电子-电子化学品-电子化学品Ⅲ,33,002584
301382.SZ,通信-通信服务-通信应用增值服务,33,301382
688209.SH,电子-半导体-模拟芯片设计,17,688209
300846.SZ,通信-通信服务-通信应用增值服务,33,300846
000537.SZ,公用事业-电力-新能源发电,33,000537
600328.SH,基础化工-化学原料-无机盐,17,600328
688236.SH,医药生物-医疗器械-医疗耗材,17,688236
300032.SZ,电子-消费电子-消费电子零部件及组装,33,300032
688349.SH,电力设备-风电设备-风电整机,17,688349
002458.SZ,农林牧渔-养殖业-肉鸡养殖,33,002458
603269.SH,机械设备-通用设备-其他通用设备,17,603269
688332.SH,电子-半导体-数字芯片设计,17,688332
600361.SH,有色金属-工业金属-铝,17,600361
600602.SH,计算机-软件开发-垂直应用软件,17,600602
301518.SZ,基础化工-化学制品-其他化学制品,33,301518
300686.SZ,电子-消费电子-消费电子零部件及组装,33,300686
002897.SZ,通信-通信设备-通信网络设备及器件,33,002897
300016.SZ,医药生物-化学制药-化学制剂,33,300016
601688.SH,非银金融-证券-证券Ⅲ,17,601688
603324.SH,环保-环保设备-环保设备Ⅲ,17,603324
605099.SH,轻工制造-家居用品-其他家居用品,17,605099
002415.SZ,计算机-计算机设备-安防设备,33,002415
000510.SZ,基础化工-化学原料-氯碱,33,000510
002422.SZ,医药生物-化学制药-化学制剂,33,002422
000729.SZ,食品饮料-饮料制造-啤酒,33,000729
601012.SH,电力设备-光伏设备-光伏电池组件,17,601012
603198.SH,食品饮料-白酒-白酒Ⅲ,17,603198
300903.SZ,电子-元件-印制电路板,33,300903
300059.SZ,非银金融-证券-证券Ⅲ,33,300059
603568.SH,环保-环境治理-固废治理,17,603568
605116.SH,医药生物-化学制药-原料药,17,605116
688518.SH,机械设备-自动化设备-激光设备,17,688518
300712.SZ,建筑装饰-建筑装饰-基础建设,33,300712
002602.SZ,传媒-游戏-游戏Ⅲ,33,002602
603360.SH,基础化工-农化制品-农药,17,603360
002338.SZ,国防军工-军工电子-军工电子Ⅲ,33,002338
688062.SH,医药生物-生物制品-其他生物制品,17,688062
603200.SH,环保-环境治理-水务及水治理,17,603200
002843.SZ,机械设备-通用设备-金属制品,33,002843
002698.SZ,机械设备-自动化设备-机器人,33,002698
301456.SZ,电力设备-风电设备-风电零部件,33,301456
605028.SH,公用事业-电力-热力,17,605028
301045.SZ,电子-光学光电子-面板,33,301045
601187.SH,银行-银行-城商行,17,601187
002692.SZ,电力设备-电网设备-线缆部件及其他,33,002692
600867.SH,医药生物-生物制品-其他生物制品,17,600867
300140.SZ,环保-环境治理-固废治理,33,300140
300612.SZ,传媒-文化传媒-广告营销,33,300612
600667.SH,建筑装饰-建筑装饰-工程咨询服务,17,600667
688215.SH,机械设备-自动化设备-其他自动化设备,17,688215
300738.SZ,通信-通信服务-通信应用增值服务,33,300738
688475.SH,计算机-计算机设备-安防设备,17,688475
603345.SH,食品饮料-食品加工制造-预加工食品,17,603345
002832.SZ,纺织服饰-服装家纺-服装,33,002832
300277.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,300277
000895.SZ,食品饮料-食品加工制造-肉制品,33,000895
301239.SZ,医药生物-医疗服务-医院,33,301239
688303.SH,电力设备-光伏设备-硅料硅片,17,688303
601666.SH,煤炭-煤炭开采加工-煤炭开采,17,601666
002545.SZ,基础化工-农化制品-钾肥,33,002545
002310.SZ,公用事业-电力-新能源发电,33,002310
688612.SH,汽车-汽车零部件-汽车电子电气系统,17,688612
301388.SZ,电力设备-电网设备-输变电设备,33,301388
301109.SZ,环保-环境治理-固废治理,33,301109
688039.SH,计算机-IT服务-IT服务Ⅲ,17,688039
002150.SZ,电力设备-光伏设备-逆变器,33,002150
600551.SH,传媒-文化传媒-出版,17,600551
002080.SZ,建筑材料-建筑材料-玻璃玻纤,33,002080
688156.SH,农林牧渔-农产品加工-畜禽饲料,17,688156
600409.SH,基础化工-化学原料-纯碱,17,600409
002595.SZ,机械设备-专用设备-其他专用设备,33,002595
603690.SH,电子-半导体-半导体设备,17,603690
300293.SZ,机械设备-专用设备-其他专用设备,33,300293
300480.SZ,机械设备-专用设备-能源及重型设备,33,300480
603979.SH,有色金属-工业金属-铜,17,603979
300474.SZ,国防军工-军工电子-军工电子Ⅲ,33,300474
601677.SH,有色金属-工业金属-铝,17,601677
600595.SH,有色金属-工业金属-铝,17,600595
000683.SZ,基础化工-化学原料-纯碱,33,000683
920185.BJ,电力设备-电池-电池化学品,151,920185
300801.SZ,基础化工-化学制品-其他化学制品,33,300801
688702.SH,电子-半导体-数字芯片设计,17,688702
002142.SZ,银行-银行-城商行,33,002142
688258.SH,计算机-IT服务-IT服务Ⅲ,17,688258
600895.SH,房地产-房地产-产业地产,17,600895
002436.SZ,电子-元件-印制电路板,33,002436
000417.SZ,商贸零售-零售-百货零售,33,000417
002714.SZ,农林牧渔-养殖业-生猪养殖,33,002714
601222.SH,电力设备-电网设备-电气自控设备,17,601222
600468.SH,电力设备-电网设备-输变电设备,17,600468
002416.SZ,商贸零售-零售-专业连锁,33,002416
300511.SZ,农林牧渔-种植业与林业-其他种植业,33,300511
301248.SZ,计算机-IT服务-IT服务Ⅲ,33,301248
002643.SZ,电子-电子化学品-电子化学品Ⅲ,33,002643
002309.SZ,电力设备-电网设备-线缆部件及其他,33,002309
601231.SH,电子-消费电子-消费电子零部件及组装,17,601231
003010.SZ,商贸零售-互联网电商-互联网电商Ⅲ,33,003010
603663.SH,基础化工-非金属材料-非金属材料Ⅲ,17,603663
688117.SH,医药生物-化学制药-化学制剂,17,688117
300498.SZ,农林牧渔-养殖业-生猪养殖,33,300498
300590.SZ,通信-通信设备-通信终端及配件,33,300590
000983.SZ,煤炭-煤炭开采加工-煤炭开采,33,000983
688059.SH,机械设备-通用设备-金属制品,17,688059
603815.SH,建筑装饰-建筑装饰-基础建设,17,603815
301087.SZ,医药生物-医疗器械-医疗设备,33,301087
605090.SH,公用事业-燃气-燃气Ⅲ,17,605090
688789.SH,机械设备-专用设备-纺织服装设备,17,688789
688720.SH,电子-半导体-半导体材料,17,688720
002358.SZ,电力设备-电网设备-输变电设备,33,002358
300927.SZ,基础化工-化学原料-其他化学原料,33,300927
688228.SH,计算机-IT服务-IT服务Ⅲ,17,688228
600726.SH,煤炭-煤炭开采加工-煤炭开采,17,600726
603196.SH,纺织服饰-服装家纺-服装,17,603196
002112.SZ,电力设备-电网设备-输变电设备,33,002112
002515.SZ,食品饮料-食品加工制造-肉制品,33,002515
301049.SZ,环保-环境治理-固废治理,33,301049
300331.SZ,电子-光学光电子-光学元件,33,300331
000037.SZ,公用事业-电力-火电,33,000037
603717.SH,农林牧渔-养殖业-生猪养殖,17,603717
601857.SH,石油石化-石油加工贸易-石油加工,17,601857
688293.SH,医药生物-医疗服务-医疗研发外包,17,688293
002955.SZ,电子-光学光电子-面板,33,002955
002380.SZ,计算机-IT服务-IT服务Ⅲ,33,002380
688598.SH,电力设备-光伏设备-光伏辅材,17,688598
603687.SH,轻工制造-包装印刷-包装,17,603687
688338.SH,医药生物-医疗器械-体外诊断,17,688338
002083.SZ,纺织服饰-纺织制造-棉纺,33,002083
002335.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002335
001359.SZ,基础化工-非金属材料-非金属材料Ⅲ,33,001359
688325.SH,电子-半导体-模拟芯片设计,17,688325
688268.SH,电子-电子化学品-电子化学品Ⅲ,17,688268
688187.SH,机械设备-轨交设备-轨交设备Ⅲ,17,688187
688520.SH,医药生物-生物制品-其他生物制品,17,688520
002706.SZ,电力设备-电网设备-输变电设备,33,002706
920037.BJ,电力设备-电网设备-线缆部件及其他,151,920037
600406.SH,电力设备-电网设备-电气自控设备,17,600406
688377.SH,机械设备-专用设备-能源及重型设备,17,688377
001286.SZ,公用事业-电力-火电,33,001286
002375.SZ,建筑装饰-建筑装饰-装饰园林,33,002375
688777.SH,机械设备-自动化设备-工控设备,17,688777
600888.SH,有色金属-工业金属-铝,17,600888
002741.SZ,电子-电子化学品-电子化学品Ⅲ,33,002741
688199.SH,基础化工-化学制品-其他化学制品,17,688199
002882.SZ,电力设备-电网设备-线缆部件及其他,33,002882
603126.SH,环保-环境治理-固废治理,17,603126
600226.SH,公用事业-电力-热力,17,600226
300883.SZ,轻工制造-包装印刷-包装,33,300883
002149.SZ,有色金属-小金属-其他小金属,33,002149
601138.SH,电子-消费电子-消费电子零部件及组装,17,601138
300061.SZ,传媒-文化传媒-广告营销,33,300061
300139.SZ,有色金属-贵金属-贵金属Ⅲ,33,300139
601108.SH,非银金融-证券-证券Ⅲ,17,601108
002453.SZ,基础化工-化学制品-其他化学制品,33,002453
300537.SZ,电子-电子化学品-电子化学品Ⅲ,33,300537
600309.SH,基础化工-化学制品-聚氨酯,17,600309
000528.SZ,机械设备-工程机械-工程机械Ⅲ,33,000528
300602.SZ,电子-消费电子-消费电子零部件及组装,33,300602
002870.SZ,汽车-汽车零部件-汽车电子电气系统,33,002870
603288.SH,食品饮料-食品加工制造-调味发酵品,17,603288
002532.SZ,有色金属-工业金属-铝,33,002532
000722.SZ,公用事业-电力-水电,33,000722
000690.SZ,公用事业-电力-火电,33,000690
603477.SH,农林牧渔-养殖业-生猪养殖,17,603477
603612.SH,基础化工-非金属材料-非金属材料Ⅲ,17,603612
600810.SH,基础化工-化学纤维-其他纤维,17,600810
002993.SZ,电子-消费电子-消费电子零部件及组装,33,002993
002989.SZ,建筑装饰-建筑装饰-装饰园林,33,002989
600986.SH,传媒-文化传媒-广告营销,17,600986
603155.SH,基础化工-化学制品-有机硅,17,603155
002185.SZ,电子-半导体-集成电路封测,33,002185
300093.SZ,电力设备-光伏设备-光伏电池组件,33,300093
300565.SZ,通信-通信设备-通信网络设备及器件,33,300565
000783.SZ,非银金融-证券-证券Ⅲ,33,000783
301638.SZ,计算机-IT服务-IT服务Ⅲ,33,301638
001283.SZ,电力设备-电池-锂电池,33,001283
301090.SZ,基础化工-塑料制品-其他塑料制品,33,301090
920237.BJ,电力设备-电池-锂电池,151,920237
002773.SZ,医药生物-生物制品-其他生物制品,33,002773
000962.SZ,有色金属-小金属-其他小金属,33,000962
600758.SH,煤炭-煤炭开采加工-煤炭开采,17,600758
603823.SH,基础化工-化学制品-涂料油墨,17,603823
301516.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,301516
920223.BJ,机械设备-通用设备-金属制品,151,920223
300205.SZ,通信-通信设备-通信终端及配件,33,300205
002534.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002534
688108.SH,医药生物-医疗器械-医疗耗材,17,688108
300426.SZ,传媒-影视院线-影视院线Ⅲ,33,300426
300766.SZ,计算机-软件开发-横向通用软件,33,300766
600851.SH,医药生物-化学制药-化学制剂,17,600851
300185.SZ,电力设备-风电设备-风电零部件,33,300185
000035.SZ,环保-环境治理-固废治理,33,000035
600809.SH,食品饮料-白酒-白酒Ⅲ,17,600809
603997.SH,汽车-汽车零部件-车身附件及饰件,17,603997
603551.SH,家用电器-厨卫电器-厨卫电器Ⅲ,17,603551
688484.SH,电子-半导体-模拟芯片设计,17,688484
300661.SZ,电子-半导体-模拟芯片设计,33,300661
920249.BJ,通信-通信设备-通信终端及配件,151,920249
000786.SZ,建筑材料-建筑材料-其他建材,33,000786
